student_term_id,student_id,term_id,program_id,credits_attempted,credits_earned,cumulative_credits,cumulative_gpa,enrollment_intensity
T0001318,STU00406,2025FA,P006,15,9,16.0,2.32,Full Time
T0001319,STU00406,2026SP,P006,9,9,25.0,2.71,Part Time
T0001320,STU00407,2025FA,P004,10,10,10.0,3.7,Part Time
T0001321,STU00407,2026SP,P004,9,9,19.0,3.68,Part Time
T0001322,STU00408,2023FA,P007,7,4,4.0,1.71,Part Time
T0001323,STU00408,2024SP,P007,15,12,16.0,2.32,Full Time
T0001324,STU00408,2024SU,P007,9,9,25.0,2.42,Part Time
T0001325,STU00409,2023FA,P008,13,7,7.0,2.0,Full Time
T0001326,STU00409,2024SP,P008,9,3,10.0,1.68,Part Time
T0001327,STU00409,2024FA,P008,15,9,19.0,1.82,Full Time
T0001328,STU00409,2025SP,P008,15,12,31.0,2.0,Full Time
T0001329,STU00409,2025FA,P008,13,13,44.0,2.15,Full Time
T0001330,STU00410,2023FA,P007,10,10,10.0,3.0,Part Time
T0001331,STU00410,2024SP,P007,9,6,16.0,2.37,Part Time
T0001332,STU00410,2024FA,P007,12,9,25.0,2.61,Full Time
T0001333,STU00411,2024FA,P006,10,10,10.0,2.2,Part Time
T0001334,STU00411,2025SP,P006,15,15,25.0,2.44,Full Time
T0001335,STU00411,2025FA,P006,12,9,34.0,2.38,Full Time
T0001336,STU00411,2026SP,P006,13,13,47.0,2.52,Full Time
T0001337,STU00412,2024SP,P001,7,7,7.0,3.14,Part Time
T0001338,STU00412,2024FA,P001,9,9,16.0,2.5,Part Time
T0001339,STU00412,2025SP,P001,9,3,19.0,2.36,Part Time
T0001340,STU00412,2025FA,P001,9,9,28.0,2.26,Part Time
T0001341,STU00412,2026SP,P001,15,12,40.0,2.3,Full Time
T0001342,STU00413,2023FA,P008,7,7,7.0,2.71,Part Time
T0001343,STU00413,2024SP,P008,6,6,13.0,3.31,Part Time
T0001344,STU00413,2024SU,P008,9,9,22.0,3.59,Part Time
T0001345,STU00414,2023FA,P006,10,1,1.0,0.5,Part Time
T0001346,STU00414,2024SP,P006,13,6,7.0,1.04,Full Time
T0001347,STU00414,2024SU,P006,16,9,16.0,1.31,Full Time
T0001348,STU00414,2024FA,P001,9,6,22.0,1.38,Part Time
T0001349,STU00414,2025SP,P001,15,6,28.0,1.38,Full Time
T0001350,STU00414,2025FA,P001,6,6,34.0,1.48,Part Time
T0001351,STU00415,2025FA,P003,7,0,0.0,0.0,Part Time
T0001352,STU00415,2026SP,P003,9,3,3.0,0.69,Part Time
T0001353,STU00416,2024FA,P008,7,4,4.0,2.29,Part Time
T0001354,STU00417,2025SP,P006,10,10,10.0,3.4,Part Time
T0001355,STU00417,2025FA,P006,9,6,16.0,3.05,Part Time
T0001356,STU00417,2026SP,P006,12,12,28.0,3.23,Full Time
T0001357,STU00418,2023FA,P002,13,12,12.0,2.85,Full Time
T0001358,STU00418,2024SP,P002,12,12,24.0,3.16,Full Time
T0001359,STU00419,2022FA,P003,9,9,9.0,2.0,Part Time
T0001360,STU00419,2023SP,P003,17,17,26.0,2.65,Full Time
T0001361,STU00419,2023FA,P003,15,15,41.0,2.78,Full Time
T0001362,STU00419,2024SP,P003,10,10,51.0,2.8,Part Time
T0001363,STU00420,2025SP,P002,7,7,7.0,2.71,Part Time
T0001364,STU00420,2025FA,P002,9,9,16.0,3.44,Part Time
T0001365,STU00420,2026SP,P002,12,12,28.0,3.36,Full Time
T0001366,STU00421,2024SP,P006,7,7,7.0,2.86,Part Time
T0001367,STU00421,2024SU,P006,6,6,13.0,3.15,Part Time
T0001368,STU00421,2024FA,P006,6,6,19.0,2.95,Part Time
T0001369,STU00422,2022FA,P008,10,10,10.0,3.3,Part Time
T0001370,STU00422,2023SP,P008,6,6,16.0,3.19,Part Time
T0001371,STU00422,2023FA,P008,15,15,31.0,3.29,Full Time
T0001372,STU00423,2022FA,P008,7,7,7.0,3.57,Part Time
T0001373,STU00423,2023SP,P008,6,6,13.0,3.31,Part Time
T0001374,STU00423,2023FA,P008,6,6,19.0,3.05,Part Time
T0001375,STU00423,2024SP,P008,9,9,28.0,3.25,Part Time
T0001376,STU00423,2024FA,P008,9,9,37.0,3.35,Part Time
T0001377,STU00424,2022FA,P005,7,7,7.0,4.0,Part Time
T0001378,STU00424,2023SP,P005,9,9,16.0,3.44,Part Time
T0001379,STU00424,2023FA,P005,12,12,28.0,3.14,Full Time
T0001380,STU00424,2024SP,P005,13,13,41.0,3.2,Full Time
T0001381,STU00425,2025SP,P001,7,7,7.0,3.14,Part Time
T0001382,STU00425,2025SU,P001,12,12,19.0,3.05,Full Time
T0001383,STU00425,2025FA,P001,12,12,31.0,2.94,Full Time
T0001384,STU00425,2026SP,P001,12,12,43.0,3.09,Full Time
T0001385,STU00426,2022FA,P008,7,7,7.0,3.57,Part Time
T0001386,STU00426,2023SP,P008,6,6,13.0,3.54,Part Time
T0001387,STU00427,2024FA,P001,11,6,6.0,1.9,Part Time
T0001388,STU00427,2025SP,P001,12,6,12.0,1.82,Full Time
T0001389,STU00427,2025FA,P001,9,9,21.0,2.26,Part Time
T0001390,STU00427,2026SP,P001,12,6,27.0,2.26,Full Time
T0001391,STU00428,2022FA,P008,10,10,10.0,2.9,Part Time
T0001392,STU00428,2023SP,P008,9,9,19.0,3.42,Part Time
T0001393,STU00428,2023FA,P008,15,15,34.0,3.41,Full Time
T0001394,STU00428,2024SP,P008,15,15,49.0,3.41,Full Time
T0001395,STU00429,2025FA,P001,7,7,7.0,4.0,Part Time
T0001396,STU00429,2026SP,P001,6,6,13.0,3.54,Part Time
T0001397,STU00430,2023SP,P001,7,7,7.0,3.0,Part Time
T0001398,STU00430,2023SU,P001,12,12,19.0,2.84,Full Time
T0001399,STU00431,2023SP,P006,13,13,13.0,2.77,Full Time
T0001400,STU00431,2023FA,P006,9,9,22.0,3.0,Part Time
T0001401,STU00431,2024SP,P006,16,16,38.0,3.0,Full Time
T0001402,STU00432,2024SP,P002,13,1,1.0,0.57,Full Time
T0001403,STU00432,2024FA,P002,9,0,1.0,0.25,Part Time
T0001404,STU00432,2025SP,P005,7,3,4.0,0.43,Part Time
T0001405,STU00432,2025FA,P005,7,0,4.0,0.43,Part Time
T0001406,STU00433,2024FA,P003,10,4,4.0,1.4,Part Time
T0001407,STU00433,2025SP,P003,15,9,13.0,1.64,Full Time
T0001408,STU00433,2025FA,P003,6,6,19.0,1.71,Part Time
T0001409,STU00433,2026SP,P003,10,0,19.0,1.59,Part Time
T0001410,STU00434,2025FA,P007,7,7,7.0,2.71,Part Time
T0001411,STU00434,2026SP,P007,9,9,16.0,2.69,Part Time
T0001412,STU00435,2023FA,P006,7,7,7.0,3.0,Part Time
T0001413,STU00435,2024SP,P006,12,12,19.0,3.0,Full Time
T0001414,STU00435,2024FA,P004,6,6,25.0,3.24,Part Time
T0001415,STU00435,2025SP,P004,9,9,34.0,3.09,Part Time
T0001416,STU00435,2025SU,P004,7,7,41.0,3.24,Part Time
T0001417,STU00435,2025FA,P004,12,12,53.0,3.25,Full Time
T0001418,STU00436,2023SP,P004,7,7,7.0,3.43,Part Time
T0001419,STU00437,2025FA,P005,7,7,7.0,3.29,Part Time
T0001420,STU00437,2026SP,P005,12,12,19.0,2.79,Full Time
T0001421,STU00438,2025FA,P005,10,4,4.0,1.86,Part Time
T0001422,STU00438,2026SP,P005,12,12,16.0,2.42,Full Time
T0001423,STU00439,2023SP,P005,10,10,10.0,2.8,Part Time
T0001424,STU00439,2023FA,P005,12,12,22.0,3.18,Full Time
T0001425,STU00439,2024SP,P005,10,10,32.0,3.25,Part Time
T0001426,STU00440,2023FA,P006,7,0,0.0,1.0,Part Time
T0001427,STU00440,2024SP,P006,9,9,9.0,1.92,Part Time
T0001428,STU00440,2024FA,P006,12,12,21.0,2.2,Full Time
T0001429,STU00440,2025SP,P006,9,9,30.0,2.59,Part Time
T0001430,STU00441,2024FA,P003,10,1,1.0,0.75,Part Time
T0001431,STU00442,2023FA,P006,10,7,7.0,2.8,Part Time
T0001432,STU00443,2023FA,P003,10,7,7.0,1.4,Part Time
T0001433,STU00443,2024SP,P003,8,5,12.0,1.6,Part Time
T0001434,STU00443,2024SU,P003,12,3,15.0,1.22,Full Time
T0001435,STU00443,2024FA,P003,17,10,25.0,1.5,Full Time
T0001436,STU00444,2025FA,P004,7,7,7.0,2.14,Part Time
T0001437,STU00444,2026SP,P004,15,15,22.0,2.86,Full Time
T0001438,STU00445,2025FA,P002,10,10,10.0,2.9,Part Time
T0001439,STU00445,2026SP,P002,15,12,22.0,2.48,Full Time
T0001440,STU00446,2023FA,P001,13,10,10.0,2.8,Full Time
T0001441,STU00446,2024SP,P001,15,9,19.0,2.32,Full Time
T0001442,STU00446,2024FA,P001,6,6,25.0,2.45,Part Time
T0001443,STU00446,2025SP,P001,9,6,31.0,2.2,Part Time
T0001444,STU00446,2025FA,P001,12,12,43.0,2.27,Full Time
T0001445,STU00447,2022FA,P001,7,7,7.0,2.43,Part Time
T0001446,STU00447,2023SP,P001,15,9,16.0,2.32,Full Time
T0001447,STU00447,2023SU,P001,15,15,31.0,2.62,Full Time
T0001448,STU00447,2023FA,P001,15,15,46.0,2.61,Full Time
T0001449,STU00448,2023SP,P006,13,13,13.0,3.0,Full Time
T0001450,STU00448,2023FA,P006,12,12,25.0,2.64,Full Time
T0001451,STU00448,2024SP,P006,13,7,32.0,2.45,Full Time
T0001452,STU00449,2022FA,P004,7,7,7.0,3.0,Part Time
T0001453,STU00449,2023SP,P004,12,12,19.0,3.47,Full Time
T0001454,STU00449,2023SU,P004,9,9,28.0,3.54,Part Time
T0001455,STU00450,2025FA,P007,7,0,0.0,0.5,Part Time
T0001456,STU00451,2022FA,P008,10,10,10.0,3.1,Part Time
T0001457,STU00451,2023SP,P008,15,15,25.0,3.28,Full Time
T0001458,STU00452,2023FA,P007,7,7,7.0,3.14,Part Time
T0001459,STU00452,2024SP,P007,9,9,16.0,3.44,Part Time
T0001460,STU00452,2024SU,P007,12,12,28.0,3.25,Full Time
T0001461,STU00453,2023SP,P002,7,7,7.0,2.57,Part Time
T0001462,STU00453,2023FA,P002,6,6,13.0,2.77,Part Time
T0001463,STU00453,2024SP,P002,6,6,19.0,3.16,Part Time
T0001464,STU00454,2024FA,P006,7,7,7.0,3.57,Part Time
T0001465,STU00454,2025SP,P006,15,15,22.0,3.32,Full Time
T0001466,STU00454,2025SU,P006,9,9,31.0,3.23,Part Time
T0001467,STU00455,2022FA,P008,7,1,1.0,0.86,Part Time
T0001468,STU00455,2023SP,P008,9,6,7.0,1.5,Part Time
T0001469,STU00455,2023FA,P008,9,6,13.0,1.77,Part Time
T0001470,STU00455,2024SP,P008,12,9,22.0,2.03,Full Time
T0001471,STU00455,2024SU,P008,9,6,28.0,1.95,Part Time
T0001472,STU00455,2024FA,P008,13,6,34.0,1.82,Full Time
T0001473,STU00455,2025SP,P008,3,3,37.0,1.93,Part Time
T0001474,STU00456,2024FA,P001,10,7,7.0,2.71,Part Time
T0001475,STU00456,2025SP,P001,12,12,19.0,2.74,Full Time
T0001476,STU00456,2025FA,P001,15,12,31.0,2.32,Full Time
T0001477,STU00456,2026SP,P001,9,9,40.0,2.47,Part Time
T0001478,STU00457,2023FA,P005,13,7,7.0,2.43,Full Time
T0001479,STU00457,2024SP,P005,9,6,13.0,2.19,Part Time
T0001480,STU00457,2024FA,P005,12,12,25.0,2.54,Full Time
T0001481,STU00457,2025SP,P005,18,18,43.0,2.65,Full Time
T0001482,STU00457,2025FA,P005,10,6,49.0,2.46,Part Time
T0001483,STU00458,2023FA,P006,10,10,10.0,3.4,Part Time
T0001484,STU00458,2024SP,P006,12,12,22.0,3.59,Full Time
T0001485,STU00458,2024SU,P006,13,9,31.0,3.14,Full Time
T0001486,STU00458,2024FA,P006,16,16,47.0,3.27,Full Time
T0001487,STU00458,2025SP,P006,9,9,56.0,3.38,Part Time
T0001488,STU00458,2025SU,P006,12,12,68.0,3.49,Full Time
T0001489,STU00459,2022FA,P004,10,10,10.0,4.0,Part Time
T0001490,STU00459,2023SP,P004,9,9,19.0,3.84,Part Time
T0001491,STU00460,2024SP,P004,10,10,10.0,3.4,Part Time
T0001492,STU00460,2024SU,P004,12,12,22.0,3.18,Full Time
T0001493,STU00460,2024FA,P004,12,12,34.0,2.94,Full Time
T0001494,STU00460,2025SP,P004,13,9,43.0,2.72,Full Time
T0001495,STU00460,2025FA,P004,9,9,52.0,2.77,Part Time
T0001496,STU00460,2026SP,P004,3,3,55.0,2.78,Part Time
T0001497,STU00461,2024FA,P005,7,4,4.0,2.0,Part Time
T0001498,STU00461,2025SP,P005,12,6,10.0,1.81,Full Time
T0001499,STU00461,2025FA,P005,9,9,19.0,1.88,Part Time
T0001500,STU00461,2026SP,P005,14,7,26.0,2.03,Full Time
T0001501,STU00462,2024FA,P001,7,0,0.0,0.75,Part Time
T0001502,STU00463,2023FA,P008,7,7,7.0,3.0,Part Time
T0001503,STU00463,2024SP,P008,12,9,16.0,2.53,Full Time
T0001504,STU00463,2024FA,P008,9,9,25.0,2.79,Part Time
T0001505,STU00463,2025SP,P008,9,6,31.0,2.84,Part Time
T0001506,STU00463,2025FA,P008,6,6,37.0,3.0,Part Time
T0001507,STU00464,2023FA,P006,7,4,4.0,1.71,Part Time
T0001508,STU00464,2024SP,P006,9,6,10.0,2.08,Part Time
T0001509,STU00464,2024FA,P006,15,12,22.0,2.25,Full Time
T0001510,STU00464,2025SP,P008,9,9,31.0,2.43,Part Time
T0001511,STU00464,2025FA,P008,7,7,38.0,2.52,Part Time
T0001512,STU00464,2026SP,P008,6,6,44.0,2.64,Part Time
T0001513,STU00465,2025FA,P001,13,10,10.0,2.46,Full Time
T0001514,STU00465,2026SP,P001,12,12,22.0,2.84,Full Time
T0001515,STU00466,2025FA,P004,7,4,4.0,1.71,Part Time
T0001516,STU00466,2026SP,P004,15,9,13.0,1.77,Full Time
T0001517,STU00467,2025FA,P007,13,12,12.0,1.92,Full Time
T0001518,STU00467,2026SP,P007,9,9,21.0,2.09,Part Time
T0001519,STU00468,2024FA,P002,10,10,10.0,3.4,Part Time
T0001520,STU00468,2025SP,P002,6,3,13.0,2.69,Part Time
T0001521,STU00468,2025FA,P002,6,6,19.0,2.5,Part Time
T0001522,STU00468,2026SP,P002,14,14,33.0,2.78,Full Time
T0001523,STU00469,2024FA,P007,7,4,4.0,1.71,Part Time
T0001524,STU00469,2025SP,P007,9,3,7.0,1.31,Part Time
T0001525,STU00469,2025FA,P007,16,16,23.0,1.84,Full Time
T0001526,STU00469,2026SP,P007,9,9,32.0,1.95,Part Time
T0001527,STU00470,2024SP,P005,7,7,7.0,2.43,Part Time
T0001528,STU00470,2024FA,P005,12,6,13.0,2.16,Full Time
T0001529,STU00470,2025SP,P005,15,15,28.0,2.79,Full Time
T0001530,STU00470,2025SU,P005,7,3,31.0,2.56,Part Time
T0001531,STU00470,2025FA,P005,11,11,42.0,2.44,Part Time
T0001532,STU00470,2026SP,P005,13,9,51.0,2.57,Full Time
T0001533,STU00471,2023FA,P001,7,7,7.0,2.71,Part Time
T0001534,STU00471,2024SP,P001,6,3,10.0,2.15,Part Time
T0001535,STU00471,2024SU,P001,6,3,13.0,1.95,Part Time
T0001536,STU00471,2024FA,P001,15,15,28.0,2.32,Full Time
T0001537,STU00471,2025SP,P001,9,6,34.0,2.26,Part Time
T0001538,STU00472,2024SP,P003,7,7,7.0,2.0,Part Time
T0001539,STU00473,2024FA,P001,7,4,4.0,2.0,Part Time
T0001540,STU00473,2025SP,P001,6,3,7.0,1.77,Part Time
T0001541,STU00473,2025FA,P001,9,9,16.0,2.0,Part Time
T0001542,STU00473,2026SP,P001,9,3,19.0,1.71,Part Time
T0001543,STU00474,2022FA,P001,7,7,7.0,3.43,Part Time
T0001544,STU00474,2023SP,P001,12,6,13.0,2.37,Full Time
T0001545,STU00474,2023SU,P001,9,9,22.0,2.68,Part Time
T0001546,STU00475,2024FA,P003,7,7,7.0,3.29,Part Time
T0001547,STU00475,2025SP,P003,12,12,19.0,2.79,Full Time
T0001548,STU00475,2025FA,P003,14,7,26.0,2.55,Full Time
T0001549,STU00475,2026SP,P003,11,11,37.0,2.68,Part Time
T0001550,STU00476,2024FA,P001,10,7,7.0,3.43,Part Time
T0001551,STU00476,2025SP,P001,12,12,19.0,3.16,Full Time
T0001552,STU00476,2025FA,P001,9,9,28.0,3.0,Part Time
T0001553,STU00476,2026SP,P001,12,6,34.0,2.62,Full Time
T0001554,STU00477,2022FA,P008,7,4,4.0,2.0,Part Time
T0001555,STU00478,2023FA,P007,7,4,4.0,1.43,Part Time
T0001556,STU00478,2024SP,P007,6,6,10.0,1.92,Part Time
T0001557,STU00478,2024FA,P007,9,6,16.0,2.09,Part Time
T0001558,STU00478,2025SP,P007,6,3,19.0,1.96,Part Time
T0001559,STU00478,2025FA,P007,13,13,32.0,2.05,Full Time
T0001560,STU00478,2026SP,P007,6,6,38.0,2.23,Part Time
T0001561,STU00479,2025FA,P005,13,13,13.0,3.0,Full Time
T0001562,STU00479,2026SP,P005,17,10,23.0,2.5,Full Time
T0001563,STU00480,2025SP,P006,7,7,7.0,3.14,Part Time
T0001564,STU00480,2025FA,P006,6,6,13.0,3.54,Part Time
T0001565,STU00480,2026SP,P006,12,12,25.0,3.52,Full Time
T0001566,STU00481,2025SP,P002,7,0,0.0,1.0,Part Time
T0001567,STU00482,2022FA,P003,10,7,7.0,2.2,Part Time
T0001568,STU00482,2023SP,P003,6,6,13.0,2.12,Part Time
T0001569,STU00482,2023FA,P003,6,6,19.0,2.36,Part Time
T0001570,STU00482,2024SP,P003,6,6,25.0,2.39,Part Time
T0001571,STU00482,2024FA,P003,9,9,34.0,2.43,Part Time
T0001572,STU00482,2025SP,P003,17,9,43.0,2.3,Full Time
T0001573,STU00482,2025FA,P003,7,3,46.0,2.23,Part Time
T0001574,STU00483,2024SP,P005,10,10,10.0,2.5,Part Time
T0001575,STU00483,2024FA,P005,12,12,22.0,2.91,Full Time
T0001576,STU00483,2025SP,P005,6,6,28.0,3.14,Part Time
T0001577,STU00483,2025FA,P005,14,14,42.0,3.43,Full Time
T0001578,STU00484,2023FA,P003,13,7,7.0,1.62,Full Time
T0001579,STU00484,2024SP,P003,15,9,16.0,1.61,Full Time
T0001580,STU00484,2024FA,P003,6,6,22.0,1.85,Part Time
T0001581,STU00484,2025SP,P003,11,3,25.0,1.69,Part Time
T0001582,STU00484,2025FA,P003,9,5,30.0,1.67,Part Time
T0001583,STU00484,2026SP,P003,12,12,42.0,1.77,Full Time
T0001584,STU00485,2022FA,P005,13,10,10.0,2.08,Full Time
T0001585,STU00485,2023SP,P005,13,6,16.0,1.65,Full Time
T0001586,STU00485,2023FA,P005,12,12,28.0,2.08,Full Time
T0001587,STU00485,2024SP,P005,7,7,35.0,2.22,Part Time
T0001588,STU00485,2024FA,P005,10,3,38.0,2.05,Part Time
T0001589,STU00486,2023FA,P003,13,13,13.0,2.38,Full Time
T0001590,STU00486,2024SP,P003,15,9,22.0,1.93,Full Time
T0001591,STU00486,2024SU,P003,12,9,31.0,2.02,Full Time
T0001592,STU00486,2024FA,P003,10,10,41.0,2.14,Part Time
T0001593,STU00486,2025SP,P003,13,13,54.0,2.27,Full Time
T0001594,STU00487,2024FA,P002,7,7,7.0,3.29,Part Time
T0001595,STU00487,2025SP,P002,9,6,13.0,3.12,Part Time
T0001596,STU00487,2025FA,P002,9,9,22.0,2.96,Part Time
T0001597,STU00487,2026SP,P002,10,10,32.0,3.06,Part Time
T0001598,STU00488,2025FA,P006,10,10,10.0,2.4,Part Time
T0001599,STU00489,2024SP,P002,10,10,10.0,3.4,Part Time
T0001600,STU00489,2024FA,P002,6,6,16.0,3.25,Part Time
T0001601,STU00489,2025SP,P002,6,6,22.0,3.45,Part Time
T0001602,STU00489,2025FA,P002,16,16,38.0,3.68,Full Time
T0001603,STU00489,2026SP,P002,14,14,52.0,3.77,Full Time
T0001604,STU00490,2023FA,P007,7,7,7.0,3.57,Part Time
T0001605,STU00490,2024SP,P007,9,6,13.0,2.5,Part Time
T0001606,STU00491,2024SP,P008,10,10,10.0,3.2,Part Time
T0001607,STU00491,2024FA,P008,6,6,16.0,3.31,Part Time
T0001608,STU00491,2025SP,P008,6,6,22.0,3.5,Part Time
T0001609,STU00492,2025SP,P002,7,7,7.0,3.57,Part Time
T0001610,STU00493,2025FA,P004,7,7,7.0,3.57,Part Time
T0001611,STU00493,2026SP,P004,12,12,19.0,3.37,Full Time
T0001612,STU00494,2023FA,P008,10,3,3.0,1.6,Part Time
T0001613,STU00494,2024SP,P008,6,6,9.0,1.75,Part Time
T0001614,STU00494,2024SU,P008,9,6,15.0,1.72,Part Time
T0001615,STU00494,2024FA,P008,12,9,24.0,1.73,Full Time
T0001616,STU00494,2025SP,P008,12,3,27.0,1.59,Full Time
T0001617,STU00495,2023SP,P007,10,7,7.0,1.9,Part Time
T0001618,STU00495,2023FA,P007,9,9,16.0,2.11,Part Time
T0001619,STU00495,2024SP,P007,12,12,28.0,2.35,Full Time
T0001620,STU00495,2024FA,P007,10,7,35.0,2.46,Part Time
T0001621,STU00495,2025SP,P007,12,9,44.0,2.58,Full Time
T0001622,STU00496,2024SP,P005,10,10,10.0,3.4,Part Time
T0001623,STU00496,2024FA,P005,12,12,22.0,3.05,Full Time
T0001624,STU00496,2025SP,P005,16,16,38.0,3.29,Full Time
T0001625,STU00496,2025FA,P005,14,14,52.0,3.13,Full Time
T0001626,STU00497,2024FA,P003,10,10,10.0,2.7,Part Time
T0001627,STU00497,2025SP,P003,12,12,22.0,2.86,Full Time
T0001628,STU00497,2025FA,P003,12,12,34.0,3.18,Full Time
T0001629,STU00497,2026SP,P003,13,13,47.0,3.19,Full Time
T0001630,STU00498,2024FA,P007,7,1,1.0,1.14,Part Time
T0001631,STU00499,2024FA,P008,7,7,7.0,3.0,Part Time
T0001632,STU00499,2025SP,P008,6,6,13.0,3.46,Part Time
T0001633,STU00499,2025SU,P008,6,6,19.0,3.63,Part Time
T0001634,STU00500,2023FA,P008,7,7,7.0,2.71,Part Time
T0001635,STU00500,2024SP,P008,15,15,22.0,2.77,Full Time
T0001636,STU00500,2024SU,P008,9,6,28.0,2.84,Part Time
T0001637,STU00501,2025SP,P001,7,4,4.0,2.25,Part Time
T0001638,STU00501,2025SU,P001,6,3,7.0,1.8,Part Time
T0001639,STU00501,2025FA,P001,6,0,7.0,1.31,Part Time
T0001640,STU00501,2026SP,P001,12,9,16.0,1.93,Full Time
T0001641,STU00502,2022FA,P003,10,10,10.0,2.7,Part Time
T0001642,STU00502,2023SP,P003,13,13,23.0,3.04,Full Time
T0001643,STU00502,2023FA,P003,12,12,35.0,3.37,Full Time
T0001644,STU00502,2024SP,P003,13,13,48.0,3.4,Full Time
T0001645,STU00502,2024FA,P003,16,16,64.0,3.48,Full Time
T0001646,STU00503,2022FA,P002,10,4,4.0,1.2,Part Time
T0001647,STU00503,2023SP,P002,12,3,7.0,1.42,Full Time
T0001648,STU00503,2023FA,P002,13,6,13.0,1.82,Full Time
T0001649,STU00503,2024SP,P002,9,6,19.0,1.78,Part Time
T0001650,STU00503,2024FA,P002,13,13,32.0,2.04,Full Time
T0001651,STU00503,2025SP,P002,6,3,35.0,1.98,Part Time
T0001652,STU00504,2024FA,P006,10,10,10.0,2.6,Part Time
T0001653,STU00504,2025SP,P006,12,9,19.0,2.55,Full Time
T0001654,STU00504,2025FA,P003,9,6,25.0,2.43,Part Time
T0001655,STU00505,2024FA,P003,10,10,10.0,3.7,Part Time
T0001656,STU00505,2025SP,P003,12,12,22.0,3.59,Full Time
T0001657,STU00505,2025FA,P003,17,17,39.0,3.67,Full Time
T0001658,STU00505,2026SP,P003,16,16,55.0,3.73,Full Time
T0001659,STU00506,2024FA,P006,10,10,10.0,2.5,Part Time
T0001660,STU00506,2025SP,P006,16,6,16.0,1.81,Full Time
T0001661,STU00506,2025FA,P006,9,6,22.0,1.94,Part Time
T0001662,STU00507,2024FA,P001,10,10,10.0,2.8,Part Time
T0001663,STU00507,2025SP,P001,6,6,16.0,3.25,Part Time
T0001664,STU00507,2025FA,P001,6,6,22.0,3.32,Part Time
T0001665,STU00507,2026SP,P001,9,9,31.0,3.42,Part Time
T0001666,STU00508,2024SP,P001,10,10,10.0,4.0,Part Time
T0001667,STU00508,2024SU,P001,12,12,22.0,3.86,Full Time
T0001668,STU00508,2024FA,P001,15,15,37.0,3.92,Full Time
T0001669,STU00508,2025SP,P001,12,12,49.0,3.88,Full Time
T0001670,STU00508,2025FA,P001,12,12,61.0,3.9,Full Time
T0001671,STU00509,2022FA,P003,7,4,4.0,1.71,Part Time
T0001672,STU00509,2023SP,P003,6,3,7.0,2.08,Part Time
T0001673,STU00510,2025FA,P007,7,7,7.0,2.57,Part Time
T0001674,STU00510,2026SP,P007,6,6,13.0,2.54,Part Time
T0001675,STU00511,2024SP,P003,9,2,2.0,1.0,Part Time
T0001676,STU00511,2024FA,P006,9,3,5.0,1.2,Part Time
T0001677,STU00512,2022FA,P003,7,1,1.0,4.0,Part Time
T0001678,STU00513,2023SP,P001,7,7,7.0,3.43,Part Time
T0001679,STU00513,2023SU,P001,6,3,10.0,2.77,Part Time
T0001680,STU00513,2023FA,P001,15,12,22.0,2.79,Full Time
T0001681,STU00513,2024SP,P001,9,9,31.0,3.0,Part Time
T0001682,STU00513,2024FA,P001,12,12,43.0,3.06,Full Time
T0001683,STU00513,2025SP,P001,10,10,53.0,3.17,Part Time
T0001684,STU00514,2022FA,P001,7,7,7.0,3.0,Part Time
T0001685,STU00514,2023SP,P001,12,12,19.0,2.68,Full Time
T0001686,STU00515,2024FA,P004,7,7,7.0,2.29,Part Time
T0001687,STU00515,2025SP,P004,6,0,7.0,1.69,Part Time
T0001688,STU00515,2025FA,P004,6,6,13.0,1.79,Part Time
T0001689,STU00515,2026SP,P004,6,3,16.0,1.72,Part Time
T0001690,STU00516,2024FA,P004,7,7,7.0,2.0,Part Time
T0001691,STU00516,2025SP,P004,9,6,13.0,1.81,Part Time
T0001692,STU00516,2025SU,P004,9,6,19.0,1.76,Part Time
T0001693,STU00516,2025FA,P004,6,6,25.0,1.81,Part Time
T0001694,STU00516,2026SP,P004,9,9,34.0,2.08,Part Time
T0001695,STU00517,2025FA,P005,13,7,7.0,2.08,Full Time
T0001696,STU00517,2026SP,P005,9,6,13.0,2.18,Part Time
T0001697,STU00518,2022FA,P004,7,3,3.0,1.43,Part Time
T0001698,STU00518,2023SP,P004,9,3,6.0,1.19,Part Time
T0001699,STU00518,2023FA,P004,6,3,9.0,1.27,Part Time
T0001700,STU00518,2024SP,P004,12,6,15.0,1.44,Full Time
T0001701,STU00518,2024SU,P004,6,6,21.0,1.75,Part Time
T0001702,STU00519,2024FA,P008,7,7,7.0,3.14,Part Time
T0001703,STU00519,2025SP,P008,9,9,16.0,3.62,Part Time
T0001704,STU00520,2025SP,P006,7,4,4.0,3.25,Part Time
T0001705,STU00520,2025FA,P006,9,9,13.0,3.08,Part Time
T0001706,STU00520,2026SP,P006,13,9,22.0,2.73,Full Time
T0001707,STU00521,2022FA,P005,10,1,1.0,0.8,Part Time
T0001708,STU00521,2023SP,P005,15,3,4.0,0.77,Full Time
T0001709,STU00521,2023FA,P005,13,6,10.0,0.91,Full Time
T0001710,STU00522,2024FA,P001,7,7,7.0,3.14,Part Time
T0001711,STU00522,2025SP,P001,12,12,19.0,2.74,Full Time
T0001712,STU00522,2025SU,P001,9,9,28.0,2.93,Part Time
T0001713,STU00522,2025FA,P006,13,13,41.0,3.12,Full Time
T0001714,STU00523,2023FA,P005,10,7,7.0,2.0,Part Time
T0001715,STU00523,2024SP,P005,9,9,16.0,2.38,Part Time
