enrollment_id,student_id,course_id,term_id,program_id,credits_attempted,final_grade,passed,course_completed,instruction_mode
E00001399,STU00129,C010,2025FA,P007,3,C,True,True,Online
E00001400,STU00129,C009,2025FA,P007,3,D,False,True,Hybrid
E00001401,STU00129,C014,2026SP,P007,3,B,True,True,Hybrid
E00001402,STU00129,C011,2026SP,P007,3,B,True,True,Online
E00001403,STU00130,C004,2023FA,P003,3,C,True,True,Hybrid
E00001404,STU00130,C001,2023FA,P003,1,C,True,True,Online
E00001405,STU00130,C002,2023FA,P003,3,C,True,True,Online
E00001406,STU00130,C005,2024SP,P003,3,B,True,True,Online
E00001407,STU00130,C009,2024SP,P003,3,C,True,True,Online
E00001408,STU00130,C003,2024SP,P003,3,C,True,True,Hybrid
E00001409,STU00130,C011,2024FA,P003,3,A,True,True,Online
E00001410,STU00130,C013,2024FA,P003,3,C,True,True,Online
E00001411,STU00130,C006,2024FA,P003,3,B,True,True,Online
E00001412,STU00131,C001,2023FA,P002,1,A,True,True,Hybrid
E00001413,STU00131,C002,2023FA,P002,3,C,True,True,In Person
E00001414,STU00131,C005,2023FA,P002,3,A,True,True,In Person
E00001415,STU00131,C003,2024SP,P002,3,C,True,True,In Person
E00001416,STU00131,C009,2024SP,P002,3,B,True,True,In Person
E00001417,STU00131,C032,2024SP,P002,3,A,True,True,In Person
E00001418,STU00131,C013,2024SP,P002,3,A,True,True,Hybrid
E00001419,STU00132,C004,2024FA,P005,3,F,False,True,In Person
E00001420,STU00132,C001,2024FA,P005,1,C,True,True,In Person
E00001421,STU00132,C002,2024FA,P005,3,B,True,True,Hybrid
E00001422,STU00132,C006,2025SP,P005,3,C,True,True,Hybrid
E00001423,STU00132,C009,2025SP,P005,3,D,False,True,In Person
E00001424,STU00132,C003,2025FA,P005,3,C,True,True,Hybrid
E00001425,STU00132,C010,2025FA,P005,3,C,True,True,In Person
E00001426,STU00132,C032,2025FA,P005,3,D,False,True,In Person
E00001427,STU00132,C013,2025FA,P005,3,C,True,True,In Person
E00001428,STU00132,C012,2026SP,P005,3,D,False,True,In Person
E00001429,STU00132,C011,2026SP,P005,3,C,True,True,Hybrid
E00001430,STU00132,C037,2026SP,P005,4,B,True,True,In Person
E00001431,STU00133,C004,2023FA,P002,3,D,False,True,In Person
E00001432,STU00133,C001,2023FA,P002,1,A,True,True,In Person
E00001433,STU00133,C002,2023FA,P002,3,A,True,True,Online
E00001434,STU00133,C012,2023FA,P002,3,B,True,True,Hybrid
E00001435,STU00133,C014,2024SP,P002,3,B,True,True,In Person
E00001436,STU00133,C003,2024SP,P002,3,B,True,True,In Person
E00001437,STU00133,C011,2024SP,P002,3,A,True,True,In Person
E00001438,STU00133,C009,2024SP,P002,3,C,True,True,In Person
E00001439,STU00133,C029,2024SP,P002,3,C,True,True,In Person
E00001440,STU00134,C004,2023FA,P002,3,F,False,True,Online
E00001441,STU00134,C001,2023FA,P002,1,C,True,True,Online
E00001442,STU00134,C002,2023FA,P002,3,D,False,True,Online
E00001443,STU00134,C009,2024SP,P002,3,C,True,True,Online
E00001444,STU00134,C013,2024SP,P002,3,C,True,True,Online
E00001445,STU00134,C006,2024SP,P002,3,C,True,True,Online
E00001446,STU00134,C010,2024SP,P002,3,W,False,False,Online
E00001447,STU00134,C012,2024SP,P002,3,C,True,True,In Person
E00001448,STU00134,C014,2024FA,P002,3,D,False,True,Hybrid
E00001449,STU00134,C038,2024FA,P002,3,D,False,True,Online
E00001450,STU00134,C011,2024FA,P002,3,B,True,True,Hybrid
E00001451,STU00134,C032,2025SP,P002,3,A,True,True,Online
E00001452,STU00134,C019,2025SP,P002,4,B,True,True,Hybrid
E00001453,STU00135,C001,2025SP,P003,1,B,True,True,In Person
E00001454,STU00135,C002,2025SP,P003,3,B,True,True,Hybrid
E00001455,STU00135,C005,2025SP,P003,3,B,True,True,Online
E00001456,STU00135,C010,2025FA,P003,3,B,True,True,Online
E00001457,STU00135,C003,2025FA,P003,3,D,False,True,Online
E00001458,STU00135,C006,2025FA,P003,3,C,True,True,Online
E00001459,STU00135,C013,2026SP,P003,3,A,True,True,Hybrid
E00001460,STU00135,C009,2026SP,P003,3,C,True,True,Online
E00001461,STU00135,C032,2026SP,P003,3,C,True,True,Hybrid
E00001462,STU00136,C001,2022FA,P007,1,A,True,True,In Person
E00001463,STU00136,C002,2022FA,P007,3,A,True,True,Hybrid
E00001464,STU00136,C005,2022FA,P007,3,C,True,True,Hybrid
E00001465,STU00136,C010,2022FA,P007,3,C,True,True,In Person
E00001466,STU00137,C001,2022FA,P006,1,B,True,True,In Person
E00001467,STU00137,C002,2022FA,P006,3,A,True,True,Hybrid
E00001468,STU00137,C005,2022FA,P006,3,B,True,True,In Person
E00001469,STU00137,C013,2023SP,P006,3,A,True,True,In Person
E00001470,STU00137,C011,2023SP,P006,3,A,True,True,Hybrid
E00001471,STU00137,C027,2023SP,P006,3,B,True,True,Hybrid
E00001472,STU00137,C010,2023SP,P006,3,A,True,True,In Person
E00001473,STU00137,C003,2023SP,P006,3,A,True,True,Hybrid
E00001474,STU00137,C014,2023FA,P006,3,A,True,True,Hybrid
E00001475,STU00137,C006,2023FA,P006,3,A,True,True,Online
E00001476,STU00137,C029,2023FA,P006,3,A,True,True,Online
E00001477,STU00137,C009,2023FA,P006,3,A,True,True,Online
E00001478,STU00137,C012,2023FA,P006,3,A,True,True,Hybrid
E00001479,STU00137,C016,2024SP,P008,3,A,True,True,In Person
E00001480,STU00137,C032,2024SP,P008,3,A,True,True,Hybrid
E00001481,STU00137,C040,2024SP,P008,3,A,True,True,Hybrid
E00001482,STU00138,C004,2024SP,P002,3,D,False,True,Hybrid
E00001483,STU00138,C001,2024SP,P002,1,B,True,True,Online
E00001484,STU00138,C002,2024SP,P002,3,C,True,True,Online
E00001485,STU00138,C010,2024FA,P002,3,A,True,True,Hybrid
E00001486,STU00138,C012,2024FA,P002,3,B,True,True,Hybrid
E00001487,STU00138,C014,2025SP,P002,3,C,True,True,Online
E00001488,STU00138,C009,2025SP,P002,3,A,True,True,Hybrid
E00001489,STU00139,C004,2024FA,P004,3,C,True,True,Hybrid
E00001490,STU00139,C001,2024FA,P004,1,D,False,True,Online
E00001491,STU00139,C002,2024FA,P004,3,A,True,True,Hybrid
E00001492,STU00139,C005,2025SP,P004,3,D,False,True,Online
E00001493,STU00139,C003,2025SP,P004,3,B,True,True,Hybrid
E00001494,STU00139,C011,2025SP,P004,3,A,True,True,Online
E00001495,STU00139,C012,2025SP,P004,3,C,True,True,Hybrid
E00001496,STU00139,C014,2025FA,P004,3,D,False,True,Hybrid
E00001497,STU00139,C006,2025FA,P004,3,C,True,True,In Person
E00001498,STU00139,C009,2025FA,P004,3,D,False,True,Online
E00001499,STU00139,C013,2025FA,P004,3,B,True,True,In Person
E00001500,STU00139,C010,2026SP,P004,3,A,True,True,Hybrid
E00001501,STU00139,C032,2026SP,P004,3,B,True,True,Hybrid
E00001502,STU00139,C033,2026SP,P004,3,B,True,True,Online
E00001503,STU00140,C001,2023SP,P003,1,A,True,True,In Person
E00001504,STU00140,C002,2023SP,P003,3,D,False,True,In Person
E00001505,STU00140,C005,2023SP,P003,3,B,True,True,Hybrid
E00001506,STU00140,C032,2023SP,P003,3,A,True,True,In Person
E00001507,STU00140,C006,2023SU,P003,3,A,True,True,In Person
E00001508,STU00140,C019,2023SU,P003,4,A,True,True,Hybrid
E00001509,STU00140,C009,2023SU,P003,3,C,True,True,In Person
E00001510,STU00140,C011,2023FA,P003,3,B,True,True,In Person
E00001511,STU00140,C014,2023FA,P003,3,B,True,True,In Person
E00001512,STU00140,C010,2023FA,P003,3,A,True,True,In Person
E00001513,STU00140,C013,2023FA,P003,3,A,True,True,In Person
E00001514,STU00140,C012,2024SP,P003,3,B,True,True,In Person
E00001515,STU00140,C023,2024SP,P003,4,A,True,True,Hybrid
E00001516,STU00140,C007,2024SP,P003,4,B,True,True,In Person
E00001517,STU00140,C022,2024SP,P003,2,A,True,True,Hybrid
E00001518,STU00140,C037,2024SP,P003,4,C,True,True,In Person
E00001519,STU00140,C008,2024SU,P003,4,B,True,True,Hybrid
E00001520,STU00140,C034,2024SU,P003,3,C,True,True,In Person
E00001521,STU00140,C038,2024SU,P003,3,D,False,True,In Person
E00001522,STU00140,C039,2024SU,P003,3,B,True,True,Hybrid
E00001523,STU00140,C040,2024SU,P003,3,B,True,True,In Person
E00001524,STU00141,C001,2024SP,P005,1,B,True,True,In Person
E00001525,STU00141,C002,2024SP,P005,3,C,True,True,In Person
E00001526,STU00141,C005,2024SP,P005,3,B,True,True,In Person
E00001527,STU00141,C009,2024FA,P005,3,A,True,True,In Person
E00001528,STU00141,C011,2024FA,P005,3,A,True,True,Hybrid
E00001529,STU00141,C010,2024FA,P005,3,D,False,True,In Person
E00001530,STU00141,C003,2024FA,P005,3,B,True,True,In Person
E00001531,STU00141,C006,2025SP,P005,3,B,True,True,In Person
E00001532,STU00141,C014,2025SP,P005,3,A,True,True,In Person
E00001533,STU00141,C013,2025SP,P005,3,C,True,True,In Person
E00001534,STU00141,C032,2025SP,P005,3,A,True,True,In Person
E00001535,STU00141,C036,2025SP,P005,3,B,True,True,In Person
E00001536,STU00141,C012,2025SU,P005,3,B,True,True,Hybrid
E00001537,STU00141,C024,2025SU,P005,4,C,True,True,In Person
E00001538,STU00141,C026,2025SU,P005,4,A,True,True,In Person
E00001539,STU00141,C040,2025SU,P005,3,C,True,True,In Person
E00001540,STU00141,C037,2025SU,P005,4,B,True,True,In Person
E00001541,STU00141,C025,2025FA,P005,4,A,True,True,In Person
E00001542,STU00141,C034,2025FA,P005,3,A,True,True,In Person
E00001543,STU00141,C033,2025FA,P005,3,A,True,True,Online
E00001544,STU00142,C004,2024FA,P006,3,W,False,False,Online
E00001545,STU00142,C001,2024FA,P006,1,F,False,True,Hybrid
E00001546,STU00142,C002,2024FA,P006,3,F,False,True,Online
E00001547,STU00142,C033,2024FA,P006,3,F,False,True,In Person
E00001548,STU00143,C001,2024SP,P004,1,A,True,True,Hybrid
E00001549,STU00143,C002,2024SP,P004,3,C,True,True,Hybrid
E00001550,STU00143,C005,2024SP,P004,3,B,True,True,Online
E00001551,STU00143,C010,2024SP,P004,3,A,True,True,Online
E00001552,STU00143,C006,2024SP,P004,3,C,True,True,Online
E00001553,STU00143,C003,2024FA,P004,3,D,False,True,Online
E00001554,STU00143,C011,2024FA,P004,3,B,True,True,Hybrid
E00001555,STU00143,C009,2024FA,P004,3,A,True,True,Online
E00001556,STU00143,C013,2025SP,P004,3,A,True,True,Online
E00001557,STU00143,C032,2025SP,P004,3,B,True,True,Online
E00001558,STU00144,C001,2024SP,P001,1,A,True,True,Online
E00001559,STU00144,C002,2024SP,P001,3,A,True,True,Hybrid
E00001560,STU00144,C005,2024SP,P001,3,A,True,True,In Person
E00001561,STU00144,C017,2024FA,P001,3,B,True,True,Hybrid
E00001562,STU00144,C003,2024FA,P001,3,A,True,True,Hybrid
E00001563,STU00144,C006,2024FA,P001,3,B,True,True,Hybrid
E00001564,STU00145,C001,2023FA,P007,1,A,True,True,Hybrid
E00001565,STU00145,C002,2023FA,P007,3,B,True,True,Hybrid
E00001566,STU00145,C005,2023FA,P007,3,B,True,True,Hybrid
E00001567,STU00145,C019,2023FA,P007,4,F,False,True,In Person
E00001568,STU00145,C003,2024SP,P007,3,C,True,True,In Person
E00001569,STU00145,C012,2024SP,P007,3,A,True,True,Online
E00001570,STU00145,C013,2024SP,P007,3,B,True,True,Online
E00001571,STU00145,C009,2024SP,P007,3,B,True,True,Hybrid
E00001572,STU00145,C011,2024SP,P007,3,B,True,True,Hybrid
E00001573,STU00145,C014,2024SU,P007,3,C,True,True,In Person
E00001574,STU00145,C006,2024SU,P007,3,A,True,True,Hybrid
E00001575,STU00145,C010,2024SU,P007,3,B,True,True,Hybrid
E00001576,STU00145,C032,2024SU,P007,3,B,True,True,Hybrid
E00001577,STU00145,C015,2024SU,P007,3,D,False,True,Online
E00001578,STU00145,C031,2024FA,P007,3,A,True,True,Hybrid
E00001579,STU00145,C039,2024FA,P007,3,B,True,True,Hybrid
E00001580,STU00145,C033,2024FA,P007,3,A,True,True,Hybrid
E00001581,STU00145,C029,2024FA,P007,3,B,True,True,Online
E00001582,STU00145,C037,2025SP,P007,4,D,False,True,Online
E00001583,STU00145,C038,2025SP,P007,3,A,True,True,Hybrid
E00001584,STU00145,C030,2025SP,P007,3,A,True,True,Online
E00001585,STU00145,C034,2025SP,P007,3,C,True,True,Hybrid
E00001586,STU00146,C001,2024FA,P008,1,B,True,True,Hybrid
E00001587,STU00146,C002,2024FA,P008,3,F,False,True,Hybrid
E00001588,STU00146,C005,2024FA,P008,3,B,True,True,Hybrid
E00001589,STU00146,C015,2024FA,P008,3,D,False,True,Hybrid
E00001590,STU00146,C009,2025SP,P008,3,B,True,True,In Person
E00001591,STU00146,C012,2025SP,P008,3,C,True,True,Hybrid
E00001592,STU00146,C032,2025FA,P008,3,B,True,True,In Person
E00001593,STU00146,C006,2025FA,P008,3,B,True,True,Hybrid
E00001594,STU00146,C011,2026SP,P008,3,A,True,True,In Person
E00001595,STU00146,C010,2026SP,P008,3,A,True,True,Online
E00001596,STU00147,C001,2022FA,P005,1,C,True,True,Hybrid
E00001597,STU00147,C002,2022FA,P005,3,B,True,True,Hybrid
E00001598,STU00147,C005,2022FA,P005,3,B,True,True,Hybrid
E00001599,STU00147,C012,2023SP,P005,3,A,True,True,Online
E00001600,STU00147,C014,2023SP,P005,3,A,True,True,Online
E00001601,STU00147,C032,2023FA,P005,3,A,True,True,In Person
E00001602,STU00147,C010,2023FA,P005,3,B,True,True,Hybrid
E00001603,STU00147,C011,2023FA,P005,3,B,True,True,Online
E00001604,STU00147,C006,2023FA,P005,3,A,True,True,Hybrid
E00001605,STU00147,C013,2024SP,P005,3,C,True,True,Hybrid
E00001606,STU00147,C009,2024SP,P005,3,B,True,True,Online
E00001607,STU00147,C003,2024SP,P005,3,B,True,True,Hybrid
E00001608,STU00147,C026,2024SP,P005,4,C,True,True,Hybrid
E00001609,STU00148,C001,2023FA,P007,1,A,True,True,Online
E00001610,STU00148,C002,2023FA,P007,3,B,True,True,Online
E00001611,STU00148,C005,2023FA,P007,3,B,True,True,Hybrid
E00001612,STU00148,C012,2023FA,P007,3,A,True,True,Hybrid
E00001613,STU00148,C010,2024SP,P007,3,A,True,True,Online
E00001614,STU00148,C032,2024SP,P007,3,C,True,True,Online
E00001615,STU00148,C003,2024SP,P007,3,A,True,True,Hybrid
E00001616,STU00148,C014,2024FA,P007,3,A,True,True,Online
E00001617,STU00148,C011,2024FA,P007,3,B,True,True,Online
E00001618,STU00148,C009,2024FA,P007,3,A,True,True,Hybrid
E00001619,STU00149,C001,2023FA,P005,1,A,True,True,In Person
E00001620,STU00149,C002,2023FA,P005,3,A,True,True,Hybrid
E00001621,STU00149,C005,2023FA,P005,3,A,True,True,In Person
E00001622,STU00149,C006,2024SP,P005,3,A,True,True,Hybrid
E00001623,STU00149,C003,2024SP,P005,3,A,True,True,In Person
E00001624,STU00149,C011,2024SP,P005,3,A,True,True,Online
E00001625,STU00149,C032,2024SP,P005,3,A,True,True,Hybrid
E00001626,STU00149,C009,2024FA,P005,3,A,True,True,In Person
E00001627,STU00149,C014,2024FA,P005,3,A,True,True,In Person
E00001628,STU00149,C013,2024FA,P005,3,A,True,True,Hybrid
E00001629,STU00149,C038,2024FA,P005,3,A,True,True,In Person
E00001630,STU00149,C012,2025SP,P005,3,A,True,True,In Person
E00001631,STU00149,C010,2025SP,P005,3,A,True,True,In Person
E00001632,STU00149,C024,2025SP,P005,4,A,True,True,In Person
E00001633,STU00149,C026,2025SP,P005,4,A,True,True,In Person
E00001634,STU00150,C004,2024FA,P001,3,D,False,True,In Person
E00001635,STU00150,C001,2024FA,P001,1,C,True,True,Hybrid
E00001636,STU00150,C002,2024FA,P001,3,C,True,True,In Person
E00001637,STU00150,C012,2025SP,P001,3,B,True,True,In Person
E00001638,STU00150,C017,2025SP,P001,3,D,False,True,In Person
E00001639,STU00150,C003,2025SP,P001,3,C,True,True,Hybrid
E00001640,STU00150,C009,2025FA,P001,3,C,True,True,In Person
E00001641,STU00150,C006,2025FA,P001,3,B,True,True,In Person
E00001642,STU00150,C018,2026SP,P001,3,B,True,True,Hybrid
E00001643,STU00150,C032,2026SP,P001,3,B,True,True,In Person
E00001644,STU00150,C016,2026SP,P001,3,C,True,True,In Person
E00001645,STU00151,C001,2024FA,P002,1,A,True,True,Hybrid
E00001646,STU00151,C002,2024FA,P002,3,A,True,True,In Person
E00001647,STU00151,C005,2024FA,P002,3,A,True,True,Online
E00001648,STU00152,C001,2024FA,P008,1,A,True,True,Hybrid
E00001649,STU00152,C002,2024FA,P008,3,A,True,True,Online
E00001650,STU00152,C005,2024FA,P008,3,C,True,True,Hybrid
E00001651,STU00152,C013,2024FA,P008,3,B,True,True,Hybrid
E00001652,STU00152,C003,2025SP,P008,3,A,True,True,In Person
E00001653,STU00152,C009,2025SP,P008,3,C,True,True,Hybrid
E00001654,STU00152,C015,2025SP,P008,3,D,False,True,In Person
E00001655,STU00152,C011,2025SP,P008,3,A,True,True,Hybrid
E00001656,STU00153,C001,2024FA,P003,1,A,True,True,In Person
E00001657,STU00153,C002,2024FA,P003,3,B,True,True,Hybrid
E00001658,STU00153,C005,2024FA,P003,3,A,True,True,Hybrid
E00001659,STU00153,C011,2024FA,P003,3,A,True,True,In Person
E00001660,STU00153,C003,2025SP,P003,3,A,True,True,In Person
E00001661,STU00153,C009,2025SP,P003,3,A,True,True,In Person
E00001662,STU00153,C006,2025SP,P003,3,A,True,True,Online
E00001663,STU00153,C032,2025SP,P003,3,A,True,True,Hybrid
E00001664,STU00153,C019,2025FA,P003,4,A,True,True,In Person
E00001665,STU00153,C013,2025FA,P003,3,A,True,True,In Person
E00001666,STU00153,C012,2025FA,P003,3,B,True,True,In Person
E00001667,STU00153,C010,2025FA,P003,3,A,True,True,In Person
E00001668,STU00153,C014,2025FA,P003,3,A,True,True,Hybrid
E00001669,STU00153,C022,2026SP,P003,2,B,True,True,In Person
E00001670,STU00153,C036,2026SP,P003,3,A,True,True,In Person
E00001671,STU00153,C007,2026SP,P003,4,A,True,True,In Person
E00001672,STU00154,C004,2025SP,P004,3,B,True,True,In Person
E00001673,STU00154,C001,2025SP,P004,1,C,True,True,In Person
E00001674,STU00154,C002,2025SP,P004,3,A,True,True,Hybrid
E00001675,STU00154,C012,2025SP,P004,3,B,True,True,In Person
E00001676,STU00154,C005,2025FA,P004,3,B,True,True,In Person
E00001677,STU00154,C006,2025FA,P004,3,A,True,True,In Person
E00001678,STU00154,C011,2025FA,P004,3,B,True,True,Online
E00001679,STU00155,C004,2025SP,P008,3,C,True,True,In Person
E00001680,STU00155,C001,2025SP,P008,1,C,True,True,Hybrid
E00001681,STU00155,C002,2025SP,P008,3,C,True,True,In Person
E00001682,STU00155,C009,2025SP,P008,3,B,True,True,In Person
E00001683,STU00155,C005,2025FA,P008,3,A,True,True,In Person
E00001684,STU00155,C003,2025FA,P008,3,D,False,True,In Person
E00001685,STU00155,C010,2025FA,P008,3,B,True,True,In Person
E00001686,STU00155,C011,2025FA,P008,3,B,True,True,In Person
E00001687,STU00155,C012,2026SP,P008,3,D,False,True,In Person
E00001688,STU00155,C032,2026SP,P008,3,B,True,True,Online
E00001689,STU00155,C014,2026SP,P008,3,C,True,True,In Person
E00001690,STU00155,C015,2026SP,P008,3,B,True,True,In Person
E00001691,STU00156,C004,2025FA,P006,3,F,False,True,Hybrid
E00001692,STU00156,C001,2025FA,P006,1,B,True,True,Hybrid
E00001693,STU00156,C002,2025FA,P006,3,D,False,True,Online
E00001694,STU00156,C012,2026SP,P006,3,D,False,True,Hybrid
E00001695,STU00156,C009,2026SP,P006,3,D,False,True,Hybrid
E00001696,STU00156,C010,2026SP,P006,3,F,False,True,In Person
E00001697,STU00156,C014,2026SP,P006,3,B,True,True,In Person
E00001698,STU00157,C001,2024SP,P007,1,B,True,True,Hybrid
E00001699,STU00157,C002,2024SP,P007,3,A,True,True,Online
E00001700,STU00157,C005,2024SP,P007,3,D,False,True,Hybrid
E00001701,STU00158,C001,2024FA,P002,1,C,True,True,In Person
E00001702,STU00158,C002,2024FA,P002,3,D,False,True,In Person
E00001703,STU00158,C005,2024FA,P002,3,C,True,True,Online
E00001704,STU00158,C006,2024FA,P002,3,C,True,True,In Person
E00001705,STU00158,C010,2025SP,P002,3,B,True,True,In Person
E00001706,STU00158,C019,2025SP,P002,4,A,True,True,In Person
E00001707,STU00158,C012,2025FA,P002,3,C,True,True,Hybrid
E00001708,STU00158,C011,2025FA,P002,3,D,False,True,In Person
E00001709,STU00158,C014,2025FA,P002,3,A,True,True,In Person
E00001710,STU00159,C004,2023FA,P006,3,B,True,True,Online
E00001711,STU00159,C001,2023FA,P006,1,B,True,True,Online
E00001712,STU00159,C002,2023FA,P006,3,B,True,True,Hybrid
E00001713,STU00159,C005,2024SP,P006,3,B,True,True,Online
E00001714,STU00159,C006,2024SP,P006,3,B,True,True,In Person
E00001715,STU00159,C032,2024SP,P006,3,C,True,True,Online
E00001716,STU00159,C014,2024SP,P006,3,C,True,True,Hybrid
E00001717,STU00159,C010,2024SP,P006,3,B,True,True,Online
E00001718,STU00159,C013,2024FA,P006,3,C,True,True,In Person
E00001719,STU00159,C011,2024FA,P006,3,F,False,True,Online
E00001720,STU00159,C003,2024FA,P006,3,D,False,True,Hybrid
E00001721,STU00159,C012,2024FA,P006,3,B,True,True,Online
E00001722,STU00159,C009,2025SP,P006,3,B,True,True,Online
E00001723,STU00159,C019,2025SP,P006,4,A,True,True,Hybrid
E00001724,STU00159,C027,2025SP,P006,3,C,True,True,Online
E00001725,STU00159,C029,2025SP,P006,3,D,False,True,Online
E00001726,STU00159,C036,2025SP,P006,3,C,True,True,Hybrid
E00001727,STU00159,C040,2025SU,P006,3,A,True,True,Online
E00001728,STU00159,C028,2025SU,P006,3,C,True,True,Online
E00001729,STU00159,C020,2025SU,P006,4,B,True,True,In Person
E00001730,STU00159,C035,2025SU,P006,3,A,True,True,Hybrid
E00001731,STU00159,C039,2025FA,P006,3,D,False,True,Online
E00001732,STU00159,C033,2025FA,P006,3,A,True,True,Hybrid
E00001733,STU00159,C034,2025FA,P006,3,A,True,True,Online
E00001734,STU00159,C038,2025FA,P006,3,B,True,True,Online
E00001735,STU00159,C037,2025FA,P006,4,C,True,True,Hybrid
E00001736,STU00160,C001,2022FA,P005,1,A,True,True,Online
E00001737,STU00160,C002,2022FA,P005,3,B,True,True,Online
E00001738,STU00160,C005,2022FA,P005,3,C,True,True,Hybrid
E00001739,STU00160,C003,2023SP,P005,3,B,True,True,Hybrid
E00001740,STU00160,C010,2023SP,P005,3,B,True,True,Online
E00001741,STU00160,C006,2023SP,P005,3,C,True,True,Online
E00001742,STU00160,C009,2023SP,P005,3,A,True,True,Hybrid
E00001743,STU00160,C014,2023SU,P005,3,A,True,True,Hybrid
E00001744,STU00160,C011,2023SU,P005,3,A,True,True,Hybrid
E00001745,STU00160,C032,2023SU,P005,3,A,True,True,Hybrid
E00001746,STU00160,C013,2023SU,P005,3,A,True,True,Hybrid
E00001747,STU00161,C001,2023FA,P008,1,A,True,True,Online
E00001748,STU00161,C002,2023FA,P008,3,A,True,True,In Person
E00001749,STU00161,C005,2023FA,P008,3,B,True,True,In Person
E00001750,STU00161,C036,2024SP,P008,3,B,True,True,In Person
E00001751,STU00161,C016,2024SP,P008,3,A,True,True,Hybrid
E00001752,STU00161,C015,2024SP,P008,3,A,True,True,In Person
E00001753,STU00162,C004,2022FA,P005,3,D,False,True,Hybrid
E00001754,STU00162,C001,2022FA,P005,1,W,False,False,Online
E00001755,STU00162,C002,2022FA,P005,3,W,False,False,Hybrid
E00001756,STU00162,C006,2023SP,P005,3,A,True,True,Hybrid
E00001757,STU00162,C010,2023SP,P005,3,W,False,False,In Person
E00001758,STU00163,C004,2022FA,P004,3,C,True,True,Online
E00001759,STU00163,C001,2022FA,P004,1,A,True,True,Hybrid
E00001760,STU00163,C002,2022FA,P004,3,C,True,True,In Person
E00001761,STU00163,C005,2023SP,P004,3,A,True,True,Hybrid
E00001762,STU00163,C003,2023SP,P004,3,B,True,True,In Person
E00001763,STU00163,C011,2023SP,P004,3,C,True,True,In Person
E00001764,STU00163,C010,2023FA,P004,3,A,True,True,In Person
E00001765,STU00163,C009,2023FA,P004,3,C,True,True,In Person
E00001766,STU00163,C014,2023FA,P004,3,A,True,True,In Person
E00001767,STU00163,C006,2024SP,P005,3,A,True,True,In Person
E00001768,STU00163,C032,2024SP,P005,3,D,False,True,In Person
E00001769,STU00163,C013,2024FA,P005,3,B,True,True,In Person
E00001770,STU00163,C012,2024FA,P005,3,A,True,True,In Person
E00001771,STU00163,C026,2025SP,P005,4,B,True,True,In Person
E00001772,STU00163,C024,2025SP,P005,4,B,True,True,In Person
E00001773,STU00163,C036,2025SP,P005,3,B,True,True,In Person
E00001774,STU00163,C025,2025FA,P005,4,C,True,True,Hybrid
E00001775,STU00163,C039,2025FA,P005,3,B,True,True,In Person
E00001776,STU00163,C035,2025FA,P005,3,B,True,True,In Person
E00001777,STU00163,C038,2026SP,P005,3,A,True,True,Online
E00001778,STU00163,C033,2026SP,P005,3,B,True,True,In Person
E00001779,STU00163,C040,2026SP,P005,3,C,True,True,Online
E00001780,STU00163,C034,2026SP,P005,3,B,True,True,Hybrid
E00001781,STU00164,C001,2025FA,P004,1,A,True,True,Hybrid
E00001782,STU00164,C002,2025FA,P004,3,B,True,True,Online
E00001783,STU00164,C005,2025FA,P004,3,B,True,True,Online
E00001784,STU00164,C003,2026SP,P004,3,B,True,True,Hybrid
E00001785,STU00164,C006,2026SP,P004,3,B,True,True,Online
E00001786,STU00164,C012,2026SP,P004,3,A,True,True,Online
E00001787,STU00164,C009,2026SP,P004,3,A,True,True,Online
E00001788,STU00165,C001,2025FA,P004,1,C,True,True,Hybrid
E00001789,STU00165,C002,2025FA,P004,3,B,True,True,Online
E00001790,STU00165,C005,2025FA,P004,3,A,True,True,Online
E00001791,STU00165,C011,2025FA,P004,3,B,True,True,Hybrid
E00001792,STU00165,C009,2026SP,P004,3,D,False,True,Online
E00001793,STU00165,C003,2026SP,P004,3,C,True,True,Online
E00001794,STU00165,C006,2026SP,P004,3,B,True,True,Online
E00001795,STU00166,C001,2025SP,P002,1,A,True,True,Hybrid
E00001796,STU00166,C002,2025SP,P002,3,C,True,True,Online
E00001797,STU00166,C005,2025SP,P002,3,B,True,True,Online
E00001798,STU00167,C004,2024FA,P008,3,A,True,True,Hybrid
E00001799,STU00167,C001,2024FA,P008,1,B,True,True,Online
E00001800,STU00167,C002,2024FA,P008,3,F,False,True,Online
E00001801,STU00167,C005,2025SP,P008,3,C,True,True,Online
E00001802,STU00167,C006,2025SP,P008,3,B,True,True,Hybrid
E00001803,STU00167,C038,2025SP,P008,3,C,True,True,Online
E00001804,STU00167,C013,2025FA,P008,3,A,True,True,Online
E00001805,STU00167,C016,2025FA,P008,3,C,True,True,Online
E00001806,STU00167,C032,2025FA,P008,3,B,True,True,Online
E00001807,STU00167,C019,2026SP,P007,4,A,True,True,In Person
E00001808,STU00167,C010,2026SP,P007,3,A,True,True,Online
E00001809,STU00167,C011,2026SP,P007,3,C,True,True,Hybrid
E00001810,STU00168,C004,2024SP,P003,3,A,True,True,Hybrid
E00001811,STU00168,C001,2024SP,P003,1,A,True,True,In Person
E00001812,STU00168,C002,2024SP,P003,3,D,False,True,Hybrid
E00001813,STU00168,C005,2024FA,P003,3,B,True,True,Hybrid
E00001814,STU00168,C010,2024FA,P003,3,C,True,True,In Person
E00001815,STU00168,C014,2025SP,P003,3,A,True,True,Hybrid
