service_use_id,student_id,service_id,term_id,minutes,visit_reason
U0001249,STU00384,S001,2025SP,53,Academic planning
U0001250,STU00385,S001,2023SP,34,Academic planning
U0001251,STU00385,S001,2023SU,40,Academic planning
U0001252,STU00385,S001,2023SU,37,Academic planning
U0001253,STU00386,S001,2024SP,52,Academic planning
U0001254,STU00387,S001,2024FA,59,Academic planning
U0001255,STU00387,S002,2024FA,75,Tutoring related to C005
U0001256,STU00387,S002,2024FA,63,Tutoring related to C006
U0001257,STU00387,S003,2025FA,30,Transfer planning
U0001258,STU00387,S005,2025FA,24,Emergency aid consultation
U0001259,STU00387,S002,2025FA,86,Tutoring related to C029
U0001260,STU00387,S003,2026SP,31,Transfer planning
U0001261,STU00388,S001,2023SP,32,Academic planning
U0001262,STU00388,S001,2023SU,45,Academic planning
U0001263,STU00388,S001,2023SU,42,Academic planning
U0001264,STU00388,S001,2023FA,55,Academic planning
U0001265,STU00388,S001,2024SP,55,Academic planning
U0001266,STU00388,S002,2024SP,61,Tutoring related to C019
U0001267,STU00388,S002,2024SP,38,Tutoring related to C027
U0001268,STU00389,S001,2025FA,50,Academic planning
U0001269,STU00390,S001,2025FA,51,Academic planning
U0001270,STU00390,S002,2026SP,83,Tutoring related to C006
U0001271,STU00391,S001,2023FA,27,Academic planning
U0001272,STU00391,S002,2023FA,41,Tutoring related to C006
U0001273,STU00391,S003,2024FA,50,Transfer planning
U0001274,STU00391,S002,2024FA,65,Tutoring related to C019
U0001275,STU00392,S001,2025FA,49,Academic planning
U0001276,STU00392,S001,2025FA,22,Academic planning
U0001277,STU00392,S003,2026SP,57,Transfer planning
U0001278,STU00393,S001,2024SP,26,Academic planning
U0001279,STU00393,S001,2024FA,40,Academic planning
U0001280,STU00393,S001,2024FA,40,Academic planning
U0001281,STU00393,S003,2024FA,50,Transfer planning
U0001282,STU00394,S001,2026SP,28,Academic planning
U0001283,STU00395,S002,2026SP,33,Tutoring related to C006
U0001284,STU00396,S002,2024SP,56,Tutoring related to C005
U0001285,STU00396,S003,2024SU,54,Transfer planning
U0001286,STU00397,S001,2023FA,41,Academic planning
U0001287,STU00397,S002,2023FA,41,Tutoring related to C005
U0001288,STU00397,S001,2024FA,58,Academic planning
U0001289,STU00397,S003,2024FA,37,Transfer planning
U0001290,STU00397,S002,2025SP,83,Tutoring related to C007
U0001291,STU00397,S002,2025SP,32,Tutoring related to C029
U0001292,STU00400,S001,2025SP,56,Academic planning
U0001293,STU00400,S001,2025FA,20,Academic planning
U0001294,STU00400,S003,2025FA,33,Transfer planning
U0001295,STU00400,S001,2026SP,30,Academic planning
U0001296,STU00400,S003,2026SP,37,Transfer planning
U0001297,STU00401,S001,2024SP,24,Academic planning
U0001298,STU00401,S001,2024SP,30,Academic planning
U0001299,STU00401,S001,2024SP,53,Academic planning
U0001300,STU00401,S001,2024SP,56,Academic planning
U0001301,STU00401,S003,2024SP,57,Transfer planning
U0001302,STU00404,S003,2024FA,58,Transfer planning
U0001303,STU00405,S001,2024FA,34,Academic planning
U0001304,STU00405,S001,2024FA,30,Academic planning
U0001305,STU00405,S002,2024FA,86,Tutoring related to C005
U0001306,STU00405,S001,2025SP,41,Academic planning
U0001307,STU00405,S001,2025SP,43,Academic planning
U0001308,STU00405,S001,2025FA,58,Academic planning
U0001309,STU00405,S001,2025FA,38,Academic planning
U0001310,STU00405,S003,2025FA,36,Transfer planning
U0001311,STU00405,S002,2025FA,45,Tutoring related to C017
U0001312,STU00405,S002,2025FA,78,Tutoring related to C018
U0001313,STU00405,S001,2026SP,44,Academic planning
U0001314,STU00405,S003,2026SP,59,Transfer planning
U0001315,STU00405,S002,2026SP,76,Tutoring related to C029
U0001316,STU00406,S002,2025SP,59,Tutoring related to C005
U0001317,STU00406,S001,2025FA,33,Academic planning
U0001318,STU00406,S001,2025FA,40,Academic planning
U0001319,STU00406,S001,2025FA,21,Academic planning
U0001320,STU00406,S001,2026SP,36,Academic planning
U0001321,STU00407,S001,2025FA,28,Academic planning
U0001322,STU00407,S005,2025FA,23,Emergency aid consultation
U0001323,STU00407,S002,2025FA,80,Tutoring related to C006
U0001324,STU00407,S002,2026SP,33,Tutoring related to C005
U0001325,STU00408,S001,2023FA,20,Academic planning
U0001326,STU00408,S001,2023FA,48,Academic planning
U0001327,STU00408,S001,2024SP,49,Academic planning
U0001328,STU00408,S002,2024SP,32,Tutoring related to C005
U0001329,STU00408,S002,2024SP,80,Tutoring related to C006
U0001330,STU00408,S001,2024SU,56,Academic planning
U0001331,STU00409,S001,2023FA,51,Academic planning
U0001332,STU00409,S001,2024FA,49,Academic planning
U0001333,STU00409,S002,2024FA,56,Tutoring related to C006
U0001334,STU00409,S001,2026SP,58,Academic planning
U0001335,STU00409,S001,2026SP,40,Academic planning
U0001336,STU00409,S001,2026SP,59,Academic planning
U0001337,STU00409,S003,2026SP,43,Transfer planning
U0001338,STU00410,S001,2023FA,43,Academic planning
U0001339,STU00410,S002,2024SP,88,Tutoring related to C005
U0001340,STU00411,S005,2025SP,35,Emergency aid consultation
U0001341,STU00411,S001,2025FA,27,Academic planning
U0001342,STU00411,S002,2026SP,82,Tutoring related to C029
U0001343,STU00412,S001,2024FA,53,Academic planning
U0001344,STU00412,S001,2025FA,37,Academic planning
U0001345,STU00412,S002,2025FA,46,Tutoring related to C018
U0001346,STU00413,S001,2024SP,33,Academic planning
U0001347,STU00413,S003,2024SU,27,Transfer planning
U0001348,STU00414,S002,2024SP,31,Tutoring related to C006
U0001349,STU00414,S001,2024SU,24,Academic planning
U0001350,STU00414,S002,2025SP,31,Tutoring related to C017
U0001351,STU00414,S002,2025SP,64,Tutoring related to C029
U0001352,STU00414,S001,2025FA,53,Academic planning
U0001353,STU00414,S003,2025FA,38,Transfer planning
U0001354,STU00415,S001,2026SP,38,Academic planning
U0001355,STU00415,S001,2026SP,25,Academic planning
U0001356,STU00415,S001,2026SP,49,Academic planning
U0001357,STU00417,S001,2026SP,54,Academic planning
U0001358,STU00418,S001,2023FA,32,Academic planning
U0001359,STU00419,S001,2023SP,38,Academic planning
U0001360,STU00419,S002,2023SP,38,Tutoring related to C006
U0001361,STU00419,S003,2024SP,41,Transfer planning
U0001362,STU00420,S001,2025SP,57,Academic planning
U0001363,STU00420,S001,2025SP,32,Academic planning
U0001364,STU00420,S002,2025SP,77,Tutoring related to C005
U0001365,STU00420,S001,2025FA,28,Academic planning
U0001366,STU00420,S001,2026SP,59,Academic planning
U0001367,STU00420,S003,2026SP,36,Transfer planning
U0001368,STU00420,S002,2026SP,53,Tutoring related to C006
U0001369,STU00421,S001,2024SP,35,Academic planning
U0001370,STU00421,S001,2024SU,40,Academic planning
U0001371,STU00422,S002,2022FA,82,Tutoring related to C005
U0001372,STU00422,S005,2023SP,29,Emergency aid consultation
U0001373,STU00422,S001,2023FA,38,Academic planning
U0001374,STU00423,S002,2023SP,31,Tutoring related to C005
U0001375,STU00423,S001,2024SP,45,Academic planning
U0001376,STU00423,S001,2024SP,48,Academic planning
U0001377,STU00423,S001,2024SP,50,Academic planning
U0001378,STU00423,S003,2024SP,29,Transfer planning
U0001379,STU00423,S003,2024FA,32,Transfer planning
U0001380,STU00424,S001,2022FA,31,Academic planning
U0001381,STU00424,S001,2024SP,41,Academic planning
U0001382,STU00424,S002,2024SP,44,Tutoring related to C006
U0001383,STU00425,S002,2025SP,80,Tutoring related to C005
U0001384,STU00425,S001,2025SU,34,Academic planning
U0001385,STU00426,S001,2022FA,32,Academic planning
U0001386,STU00426,S001,2022FA,49,Academic planning
U0001387,STU00427,S001,2025SP,55,Academic planning
U0001388,STU00427,S002,2025SP,30,Tutoring related to C005
U0001389,STU00427,S001,2025FA,21,Academic planning
U0001390,STU00427,S001,2026SP,44,Academic planning
U0001391,STU00427,S001,2026SP,36,Academic planning
U0001392,STU00427,S003,2026SP,53,Transfer planning
U0001393,STU00427,S005,2026SP,17,Emergency aid consultation
U0001394,STU00428,S001,2022FA,56,Academic planning
U0001395,STU00428,S001,2022FA,32,Academic planning
U0001396,STU00428,S003,2022FA,55,Transfer planning
U0001397,STU00428,S001,2023FA,24,Academic planning
U0001398,STU00428,S001,2024SP,32,Academic planning
U0001399,STU00428,S001,2024SP,41,Academic planning
U0001400,STU00428,S002,2024SP,46,Tutoring related to C006
U0001401,STU00429,S001,2026SP,32,Academic planning
U0001402,STU00430,S003,2023SP,40,Transfer planning
U0001403,STU00431,S001,2023FA,36,Academic planning
U0001404,STU00432,S001,2024FA,57,Academic planning
U0001405,STU00432,S002,2025SP,43,Tutoring related to C024
U0001406,STU00433,S001,2024FA,51,Academic planning
U0001407,STU00433,S002,2024FA,78,Tutoring related to C005
U0001408,STU00434,S001,2026SP,22,Academic planning
U0001409,STU00435,S001,2023FA,39,Academic planning
U0001410,STU00435,S003,2024FA,46,Transfer planning
U0001411,STU00435,S001,2025SP,47,Academic planning
U0001412,STU00435,S001,2025SU,44,Academic planning
U0001413,STU00436,S001,2023SP,28,Academic planning
U0001414,STU00436,S001,2023SP,60,Academic planning
U0001415,STU00436,S002,2023SP,79,Tutoring related to C005
U0001416,STU00438,S001,2026SP,36,Academic planning
U0001417,STU00438,S002,2026SP,57,Tutoring related to C006
U0001418,STU00439,S002,2023SP,88,Tutoring related to C005
U0001419,STU00440,S001,2024SP,23,Academic planning
U0001420,STU00440,S005,2024FA,29,Emergency aid consultation
U0001421,STU00440,S001,2025SP,25,Academic planning
U0001422,STU00441,S001,2024FA,27,Academic planning
U0001423,STU00442,S002,2023FA,49,Tutoring related to C005
U0001424,STU00444,S001,2026SP,26,Academic planning
U0001425,STU00444,S001,2026SP,36,Academic planning
U0001426,STU00445,S001,2025FA,25,Academic planning
U0001427,STU00445,S001,2025FA,29,Academic planning
U0001428,STU00446,S001,2024SP,45,Academic planning
U0001429,STU00446,S002,2024SP,63,Tutoring related to C005
U0001430,STU00446,S002,2024SP,45,Tutoring related to C018
U0001431,STU00446,S003,2024FA,44,Transfer planning
U0001432,STU00446,S002,2025SP,39,Tutoring related to C017
U0001433,STU00446,S001,2025FA,23,Academic planning
U0001434,STU00446,S003,2025FA,46,Transfer planning
U0001435,STU00446,S002,2025FA,73,Tutoring related to C029
U0001436,STU00447,S001,2022FA,30,Academic planning
U0001437,STU00447,S003,2023SP,55,Transfer planning
U0001438,STU00447,S001,2023SU,37,Academic planning
U0001439,STU00448,S001,2023SP,24,Academic planning
U0001440,STU00448,S005,2024SP,25,Emergency aid consultation
U0001441,STU00449,S001,2022FA,60,Academic planning
U0001442,STU00449,S001,2022FA,41,Academic planning
U0001443,STU00449,S001,2022FA,51,Academic planning
U0001444,STU00451,S002,2022FA,48,Tutoring related to C005
U0001445,STU00451,S002,2023SP,52,Tutoring related to C006
U0001446,STU00452,S001,2024SP,42,Academic planning
U0001447,STU00452,S002,2024SU,49,Tutoring related to C006
U0001448,STU00453,S001,2023FA,22,Academic planning
U0001449,STU00453,S001,2024SP,40,Academic planning
U0001450,STU00454,S001,2024FA,41,Academic planning
U0001451,STU00455,S001,2022FA,39,Academic planning
U0001452,STU00455,S002,2022FA,40,Tutoring related to C005
U0001453,STU00455,S001,2023SP,33,Academic planning
U0001454,STU00455,S001,2023FA,49,Academic planning
U0001455,STU00455,S001,2024FA,46,Academic planning
U0001456,STU00455,S003,2024FA,51,Transfer planning
U0001457,STU00455,S001,2025SP,34,Academic planning
U0001458,STU00455,S001,2025SP,59,Academic planning
U0001459,STU00455,S003,2025SP,60,Transfer planning
U0001460,STU00456,S001,2024FA,32,Academic planning
U0001461,STU00456,S001,2025SP,30,Academic planning
U0001462,STU00456,S002,2025SP,48,Tutoring related to C006
U0001463,STU00456,S001,2025FA,45,Academic planning
U0001464,STU00456,S001,2026SP,51,Academic planning
U0001465,STU00456,S005,2026SP,40,Emergency aid consultation
U0001466,STU00456,S002,2026SP,64,Tutoring related to C018
U0001467,STU00456,S002,2026SP,58,Tutoring related to C017
U0001468,STU00457,S001,2024SP,60,Academic planning
U0001469,STU00457,S001,2024SP,46,Academic planning
U0001470,STU00457,S002,2024SP,83,Tutoring related to C006
U0001471,STU00457,S001,2024FA,28,Academic planning
U0001472,STU00457,S001,2024FA,59,Academic planning
U0001473,STU00457,S001,2024FA,41,Academic planning
U0001474,STU00457,S001,2025SP,48,Academic planning
U0001475,STU00457,S001,2025SP,45,Academic planning
U0001476,STU00457,S001,2025SP,24,Academic planning
U0001477,STU00457,S002,2025SP,61,Tutoring related to C024
U0001478,STU00457,S002,2025SP,44,Tutoring related to C026
U0001479,STU00458,S001,2023FA,27,Academic planning
U0001480,STU00458,S002,2023FA,85,Tutoring related to C005
U0001481,STU00458,S001,2024FA,49,Academic planning
U0001482,STU00458,S001,2024FA,59,Academic planning
U0001483,STU00458,S001,2025SP,55,Academic planning
U0001484,STU00458,S002,2025SP,65,Tutoring related to C027
U0001485,STU00458,S001,2025SU,35,Academic planning
U0001486,STU00458,S002,2025SU,60,Tutoring related to C028
U0001487,STU00459,S001,2022FA,40,Academic planning
U0001488,STU00459,S002,2023SP,81,Tutoring related to C006
U0001489,STU00460,S003,2025SP,46,Transfer planning
U0001490,STU00460,S001,2025FA,41,Academic planning
U0001491,STU00460,S001,2026SP,26,Academic planning
U0001492,STU00460,S003,2026SP,25,Transfer planning
U0001493,STU00461,S002,2025SP,56,Tutoring related to C006
U0001494,STU00461,S001,2026SP,33,Academic planning
U0001495,STU00461,S002,2026SP,78,Tutoring related to C026
U0001496,STU00461,S002,2026SP,50,Tutoring related to C024
U0001497,STU00462,S002,2024FA,54,Tutoring related to C005
U0001498,STU00463,S001,2023FA,37,Academic planning
U0001499,STU00463,S001,2023FA,39,Academic planning
U0001500,STU00463,S001,2024SP,33,Academic planning
U0001501,STU00463,S001,2024SP,56,Academic planning
U0001502,STU00463,S002,2024SP,49,Tutoring related to C005
U0001503,STU00463,S001,2024FA,59,Academic planning
U0001504,STU00463,S001,2024FA,33,Academic planning
U0001505,STU00463,S001,2025FA,47,Academic planning
U0001506,STU00464,S002,2023FA,90,Tutoring related to C005
U0001507,STU00464,S001,2024SP,25,Academic planning
U0001508,STU00464,S001,2024FA,28,Academic planning
U0001509,STU00464,S002,2024FA,64,Tutoring related to C006
U0001510,STU00464,S001,2025SP,51,Academic planning
U0001511,STU00464,S001,2025FA,60,Academic planning
U0001512,STU00464,S001,2025FA,25,Academic planning
U0001513,STU00464,S003,2025FA,28,Transfer planning
U0001514,STU00464,S001,2026SP,26,Academic planning
U0001515,STU00464,S003,2026SP,48,Transfer planning
U0001516,STU00465,S001,2025FA,30,Academic planning
U0001517,STU00465,S002,2025FA,63,Tutoring related to C006
U0001518,STU00465,S001,2026SP,58,Academic planning
U0001519,STU00465,S001,2026SP,53,Academic planning
U0001520,STU00466,S001,2025FA,42,Academic planning
U0001521,STU00466,S003,2025FA,42,Transfer planning
U0001522,STU00466,S005,2025FA,33,Emergency aid consultation
U0001523,STU00466,S001,2026SP,29,Academic planning
U0001524,STU00466,S003,2026SP,50,Transfer planning
U0001525,STU00467,S001,2026SP,35,Academic planning
U0001526,STU00467,S001,2026SP,23,Academic planning
U0001527,STU00468,S002,2024FA,78,Tutoring related to C005
U0001528,STU00468,S001,2025FA,57,Academic planning
U0001529,STU00468,S001,2025FA,30,Academic planning
U0001530,STU00468,S003,2025FA,27,Transfer planning
U0001531,STU00469,S001,2024FA,52,Academic planning
U0001532,STU00469,S001,2025FA,47,Academic planning
U0001533,STU00470,S002,2024FA,67,Tutoring related to C005
U0001534,STU00470,S002,2025SP,79,Tutoring related to C006
U0001535,STU00470,S001,2025FA,44,Academic planning
U0001536,STU00470,S002,2025FA,46,Tutoring related to C024
U0001537,STU00470,S001,2026SP,20,Academic planning
U0001538,STU00471,S003,2025SP,48,Transfer planning
U0001539,STU00473,S001,2025FA,35,Academic planning
U0001540,STU00473,S002,2025FA,42,Tutoring related to C006
U0001541,STU00473,S002,2026SP,67,Tutoring related to C017
U0001542,STU00474,S001,2022FA,52,Academic planning
U0001543,STU00474,S001,2023SU,33,Academic planning
U0001544,STU00474,S001,2023SU,38,Academic planning
U0001545,STU00475,S001,2026SP,59,Academic planning
U0001546,STU00475,S002,2026SP,81,Tutoring related to C006
U0001547,STU00478,S005,2023FA,18,Emergency aid consultation
U0001548,STU00478,S001,2025FA,52,Academic planning
U0001549,STU00478,S001,2025FA,54,Academic planning
U0001550,STU00478,S001,2026SP,43,Academic planning
U0001551,STU00478,S001,2026SP,60,Academic planning
U0001552,STU00478,S003,2026SP,55,Transfer planning
U0001553,STU00479,S001,2025FA,47,Academic planning
U0001554,STU00479,S002,2026SP,36,Tutoring related to C026
U0001555,STU00480,S001,2025SP,35,Academic planning
U0001556,STU00482,S001,2024SP,28,Academic planning
U0001557,STU00482,S003,2024FA,56,Transfer planning
U0001558,STU00482,S001,2025SP,23,Academic planning
U0001559,STU00483,S001,2024SP,27,Academic planning
U0001560,STU00483,S001,2024FA,40,Academic planning
U0001561,STU00483,S001,2024FA,26,Academic planning
U0001562,STU00483,S001,2025SP,41,Academic planning
U0001563,STU00483,S001,2025FA,36,Academic planning
U0001564,STU00483,S002,2025FA,90,Tutoring related to C006
U0001565,STU00483,S002,2025FA,72,Tutoring related to C026
U0001566,STU00483,S002,2025FA,59,Tutoring related to C024
U0001567,STU00484,S001,2023FA,34,Academic planning
U0001568,STU00484,S001,2023FA,46,Academic planning
U0001569,STU00484,S001,2024FA,60,Academic planning
U0001570,STU00484,S003,2025SP,46,Transfer planning
U0001571,STU00484,S005,2025SP,39,Emergency aid consultation
U0001572,STU00484,S002,2025SP,85,Tutoring related to C007
U0001573,STU00484,S001,2026SP,34,Academic planning
U0001574,STU00484,S001,2026SP,29,Academic planning
U0001575,STU00484,S003,2026SP,27,Transfer planning
U0001576,STU00485,S001,2023FA,51,Academic planning
U0001577,STU00485,S002,2024SP,57,Tutoring related to C024
U0001578,STU00486,S001,2024SP,35,Academic planning
U0001579,STU00487,S002,2025SP,48,Tutoring related to C005
U0001580,STU00487,S001,2025FA,47,Academic planning
U0001581,STU00487,S001,2025FA,24,Academic planning
U0001582,STU00487,S001,2026SP,41,Academic planning
U0001583,STU00487,S003,2026SP,31,Transfer planning
U0001584,STU00487,S002,2026SP,67,Tutoring related to C006
U0001585,STU00489,S001,2024FA,32,Academic planning
U0001586,STU00489,S001,2025SP,38,Academic planning
U0001587,STU00489,S001,2025FA,35,Academic planning
U0001588,STU00489,S001,2025FA,50,Academic planning
U0001589,STU00489,S002,2025FA,83,Tutoring related to C019
U0001590,STU00489,S003,2026SP,45,Transfer planning
U0001591,STU00489,S002,2026SP,40,Tutoring related to C006
U0001592,STU00489,S002,2026SP,45,Tutoring related to C007
U0001593,STU00491,S001,2024SP,53,Academic planning
U0001594,STU00491,S001,2024SP,31,Academic planning
U0001595,STU00491,S001,2025SP,27,Academic planning
U0001596,STU00492,S001,2025SP,36,Academic planning
U0001597,STU00495,S003,2023SP,44,Transfer planning
U0001598,STU00495,S001,2023FA,46,Academic planning
U0001599,STU00495,S002,2023FA,44,Tutoring related to C005
U0001600,STU00495,S001,2024SP,41,Academic planning
U0001601,STU00495,S003,2024SP,53,Transfer planning
U0001602,STU00495,S001,2024FA,40,Academic planning
U0001603,STU00495,S001,2024FA,22,Academic planning
U0001604,STU00495,S002,2024FA,84,Tutoring related to C006
U0001605,STU00495,S002,2024FA,53,Tutoring related to C019
U0001606,STU00495,S001,2025SP,41,Academic planning
U0001607,STU00495,S003,2025SP,44,Transfer planning
U0001608,STU00495,S002,2025SP,50,Tutoring related to C029
U0001609,STU00496,S001,2025SP,35,Academic planning
U0001610,STU00496,S002,2025SP,57,Tutoring related to C006
U0001611,STU00496,S002,2025SP,43,Tutoring related to C024
U0001612,STU00496,S002,2025FA,59,Tutoring related to C025
U0001613,STU00497,S001,2024FA,36,Academic planning
U0001614,STU00497,S002,2026SP,62,Tutoring related to C023
U0001615,STU00499,S001,2024FA,37,Academic planning
U0001616,STU00499,S001,2024FA,22,Academic planning
U0001617,STU00499,S001,2025SP,31,Academic planning
U0001618,STU00499,S001,2025SP,20,Academic planning
U0001619,STU00499,S001,2025SP,35,Academic planning
U0001620,STU00499,S003,2025SP,47,Transfer planning
U0001621,STU00499,S005,2025SP,27,Emergency aid consultation
U0001622,STU00499,S001,2025SU,32,Academic planning
U0001623,STU00499,S003,2025SU,47,Transfer planning
U0001624,STU00500,S002,2024SP,84,Tutoring related to C006
U0001625,STU00500,S001,2024SU,23,Academic planning
U0001626,STU00500,S003,2024SU,39,Transfer planning
U0001627,STU00501,S002,2025SU,53,Tutoring related to C006
U0001628,STU00501,S001,2025FA,50,Academic planning
U0001629,STU00501,S001,2026SP,22,Academic planning
U0001630,STU00502,S001,2023SP,56,Academic planning
U0001631,STU00502,S001,2023SP,41,Academic planning
U0001632,STU00502,S001,2023SP,23,Academic planning
U0001633,STU00502,S005,2024SP,25,Emergency aid consultation
U0001634,STU00502,S002,2024SP,30,Tutoring related to C019
U0001635,STU00502,S001,2024FA,31,Academic planning
U0001636,STU00502,S003,2024FA,25,Transfer planning
U0001637,STU00502,S002,2024FA,89,Tutoring related to C008
U0001638,STU00503,S002,2022FA,33,Tutoring related to C005
U0001639,STU00503,S001,2023SP,29,Academic planning
U0001640,STU00503,S001,2023FA,60,Academic planning
U0001641,STU00503,S001,2023FA,23,Academic planning
U0001642,STU00503,S002,2024FA,79,Tutoring related to C029
U0001643,STU00504,S002,2024FA,52,Tutoring related to C005
U0001644,STU00504,S003,2025FA,53,Transfer planning
U0001645,STU00505,S001,2025FA,54,Academic planning
U0001646,STU00505,S002,2025FA,39,Tutoring related to C007
U0001647,STU00505,S003,2026SP,42,Transfer planning
U0001648,STU00505,S002,2026SP,55,Tutoring related to C023
U0001649,STU00508,S001,2024SP,27,Academic planning
U0001650,STU00508,S003,2024FA,32,Transfer planning
U0001651,STU00508,S002,2024FA,71,Tutoring related to C006
U0001652,STU00508,S001,2025SP,29,Academic planning
U0001653,STU00508,S002,2025SP,36,Tutoring related to C017
U0001654,STU00508,S003,2025FA,58,Transfer planning
U0001655,STU00509,S003,2022FA,59,Transfer planning
U0001656,STU00509,S002,2022FA,83,Tutoring related to C005
U0001657,STU00509,S002,2023SP,53,Tutoring related to C006
U0001658,STU00510,S001,2025FA,40,Academic planning
U0001659,STU00510,S001,2026SP,48,Academic planning
U0001660,STU00510,S005,2026SP,18,Emergency aid consultation
U0001661,STU00511,S001,2024SP,31,Academic planning
U0001662,STU00511,S001,2024FA,34,Academic planning
U0001663,STU00511,S005,2024FA,24,Emergency aid consultation
U0001664,STU00513,S001,2023SP,40,Academic planning
U0001665,STU00513,S002,2024FA,85,Tutoring related to C018
U0001666,STU00513,S001,2025SP,32,Academic planning
U0001667,STU00514,S001,2022FA,31,Academic planning
U0001668,STU00514,S003,2023SP,42,Transfer planning
U0001669,STU00514,S002,2023SP,83,Tutoring related to C005
U0001670,STU00515,S002,2025SP,66,Tutoring related to C006
U0001671,STU00515,S005,2025FA,15,Emergency aid consultation
U0001672,STU00516,S001,2025SU,28,Academic planning
U0001673,STU00516,S002,2025FA,78,Tutoring related to C006
U0001674,STU00517,S001,2026SP,36,Academic planning
U0001675,STU00517,S001,2026SP,47,Academic planning
U0001676,STU00518,S001,2023SP,27,Academic planning
U0001677,STU00518,S001,2023SP,21,Academic planning
U0001678,STU00518,S003,2023SP,50,Transfer planning
U0001679,STU00518,S001,2024SP,42,Academic planning
U0001680,STU00518,S001,2024SP,42,Academic planning
U0001681,STU00518,S001,2024SU,44,Academic planning
U0001682,STU00518,S003,2024SU,34,Transfer planning
U0001683,STU00519,S001,2024FA,34,Academic planning
U0001684,STU00519,S001,2025SP,60,Academic planning
U0001685,STU00520,S001,2025FA,53,Academic planning
U0001686,STU00521,S002,2023SP,60,Tutoring related to C006
U0001687,STU00522,S001,2024FA,31,Academic planning
U0001688,STU00522,S001,2024FA,33,Academic planning
U0001689,STU00522,S001,2024FA,52,Academic planning
U0001690,STU00522,S002,2025SP,81,Tutoring related to C006
U0001691,STU00522,S001,2025SU,35,Academic planning
U0001692,STU00523,S001,2024SP,53,Academic planning
U0001693,STU00523,S001,2024FA,30,Academic planning
U0001694,STU00523,S002,2025FA,83,Tutoring related to C026
U0001695,STU00524,S003,2025FA,38,Transfer planning
U0001696,STU00524,S002,2025FA,48,Tutoring related to C018
U0001697,STU00525,S002,2025SP,82,Tutoring related to C006
U0001698,STU00528,S001,2024SP,43,Academic planning
U0001699,STU00528,S001,2025FA,27,Academic planning
U0001700,STU00528,S001,2025FA,26,Academic planning
U0001701,STU00529,S001,2024FA,49,Academic planning
U0001702,STU00529,S001,2025FA,20,Academic planning
U0001703,STU00529,S001,2026SP,26,Academic planning
U0001704,STU00529,S002,2026SP,51,Tutoring related to C006
U0001705,STU00530,S001,2023SP,57,Academic planning
U0001706,STU00530,S002,2023SP,56,Tutoring related to C006
U0001707,STU00530,S001,2023FA,60,Academic planning
U0001708,STU00530,S001,2023FA,56,Academic planning
U0001709,STU00530,S001,2023FA,57,Academic planning
U0001710,STU00530,S002,2023FA,51,Tutoring related to C019
U0001711,STU00530,S003,2024SP,60,Transfer planning
U0001712,STU00530,S002,2024SP,74,Tutoring related to C031
U0001713,STU00530,S001,2024SU,40,Academic planning
U0001714,STU00530,S003,2024SU,54,Transfer planning
U0001715,STU00531,S001,2023FA,20,Academic planning
U0001716,STU00531,S001,2023FA,35,Academic planning
U0001717,STU00531,S001,2023FA,36,Academic planning
U0001718,STU00531,S002,2024SP,85,Tutoring related to C006
U0001719,STU00531,S001,2025SP,54,Academic planning
U0001720,STU00531,S002,2025SP,77,Tutoring related to C019
U0001721,STU00532,S001,2024SP,56,Academic planning
U0001722,STU00533,S001,2024SP,35,Academic planning
U0001723,STU00534,S001,2024FA,32,Academic planning
U0001724,STU00534,S001,2024FA,41,Academic planning
U0001725,STU00535,S002,2022FA,39,Tutoring related to C005
U0001726,STU00535,S005,2023SP,37,Emergency aid consultation
U0001727,STU00535,S001,2023FA,38,Academic planning
U0001728,STU00535,S001,2023FA,53,Academic planning
U0001729,STU00535,S003,2023FA,30,Transfer planning
U0001730,STU00536,S001,2024SP,23,Academic planning
U0001731,STU00536,S001,2025SP,24,Academic planning
U0001732,STU00536,S001,2025SP,32,Academic planning
U0001733,STU00536,S001,2025FA,34,Academic planning
U0001734,STU00536,S002,2026SP,55,Tutoring related to C028
U0001735,STU00537,S002,2022FA,31,Tutoring related to C005
U0001736,STU00537,S001,2023SP,40,Academic planning
U0001737,STU00537,S005,2023SP,27,Emergency aid consultation
U0001738,STU00537,S002,2023SP,66,Tutoring related to C006
U0001739,STU00537,S002,2024SP,42,Tutoring related to C019
U0001740,STU00537,S001,2024FA,43,Academic planning
U0001741,STU00537,S003,2024FA,60,Transfer planning
U0001742,STU00537,S002,2025SP,61,Tutoring related to C021
U0001743,STU00537,S005,2025SU,34,Emergency aid consultation
U0001744,STU00539,S003,2023SP,38,Transfer planning
U0001745,STU00539,S002,2023SP,83,Tutoring related to C005
U0001746,STU00539,S003,2023FA,36,Transfer planning
U0001747,STU00539,S001,2024SP,35,Academic planning
U0001748,STU00540,S002,2025SP,58,Tutoring related to C005
U0001749,STU00541,S001,2025SP,56,Academic planning
U0001750,STU00541,S002,2025FA,73,Tutoring related to C006
U0001751,STU00542,S001,2025FA,54,Academic planning
U0001752,STU00542,S001,2026SP,55,Academic planning
U0001753,STU00542,S002,2026SP,62,Tutoring related to C005
U0001754,STU00543,S001,2024SP,56,Academic planning
U0001755,STU00543,S001,2024SP,27,Academic planning
U0001756,STU00543,S001,2024FA,43,Academic planning
U0001757,STU00543,S001,2024FA,33,Academic planning
U0001758,STU00543,S003,2024FA,26,Transfer planning
U0001759,STU00544,S001,2022FA,25,Academic planning
