student_id,entry_term_id,entry_age_band,first_generation,pell_eligible,full_time_at_entry,modality_preference,initial_program_id,work_commitment,developmental_math_start,final_outcome
STU00343,2025SP,17-19,False,False,True,Mixed,P008,High,True,Transferred
STU00344,2023FA,17-19,False,True,True,Mixed,P001,Low,True,Transferred
STU00345,2023FA,20-24,False,True,True,Mostly Online,P005,Moderate,True,Credentialed
STU00346,2023FA,20-24,True,True,True,Mostly Online,P001,Moderate,False,Transferred
STU00347,2025FA,17-19,False,True,True,Mostly In Person,P008,Low,True,Active
STU00348,2025FA,25-34,True,False,True,Mostly Online,P005,Moderate,False,Active
STU00349,2025FA,20-24,False,True,True,Mostly In Person,P002,Moderate,True,Active
STU00350,2024FA,20-24,False,False,True,Mixed,P002,Moderate,False,Active
STU00351,2024FA,20-24,False,True,True,Mostly In Person,P006,High,True,Credentialed
STU00352,2023SP,20-24,False,True,True,Mixed,P002,High,False,Transferred
STU00353,2024FA,17-19,True,False,False,Mostly In Person,P001,Moderate,True,Active
STU00354,2023FA,17-19,False,True,True,Mixed,P002,High,False,Transferred
STU00355,2023SP,17-19,False,True,True,Mixed,P005,Low,False,Credentialed
STU00356,2023FA,25-34,True,False,False,Mixed,P004,Moderate,True,Transferred
STU00357,2023FA,20-24,False,False,False,Mostly Online,P007,Moderate,False,Stopped Out
STU00358,2025FA,25-34,False,True,False,Mostly Online,P005,Moderate,False,Active
STU00359,2023SP,25-34,True,False,True,Mostly Online,P007,Moderate,True,Stopped Out
STU00360,2023FA,20-24,True,True,False,Mixed,P001,Moderate,False,Active
STU00361,2025SP,17-19,True,True,True,Mostly Online,P007,Moderate,True,Active
STU00362,2025FA,17-19,True,True,True,Mostly In Person,P006,Low,True,Active
STU00363,2024FA,17-19,False,True,True,Mixed,P005,High,False,Credentialed
STU00364,2022FA,20-24,False,True,False,Mostly Online,P005,High,False,Credentialed
STU00365,2022FA,25-34,False,True,True,Mostly Online,P005,High,True,Stopped Out
STU00366,2022FA,20-24,True,True,False,Mostly Online,P007,Moderate,False,Transferred
STU00367,2023SP,20-24,False,True,False,Mixed,P003,Moderate,True,Stopped Out
STU00368,2024SP,25-34,False,True,False,Mostly In Person,P001,Moderate,False,Stopped Out
STU00369,2023FA,20-24,False,True,False,Mostly In Person,P008,Moderate,True,Transferred
STU00370,2025SP,17-19,False,True,False,Mostly In Person,P004,Moderate,True,Stopped Out
STU00371,2025FA,17-19,True,True,True,Mixed,P005,Moderate,True,Active
STU00372,2024SP,17-19,True,True,False,Mixed,P002,Moderate,False,Transferred
STU00373,2022FA,20-24,False,True,True,Mostly Online,P004,Moderate,True,Stopped Out
STU00374,2022FA,17-19,True,True,True,Mixed,P008,Moderate,True,Stopped Out
STU00375,2025SP,17-19,True,True,True,Mostly In Person,P001,Moderate,True,Active
STU00376,2024FA,25-34,False,True,False,Mostly In Person,P005,High,True,Active
STU00377,2024SP,17-19,True,True,True,Mostly In Person,P004,Moderate,True,Active
STU00378,2023SP,20-24,False,False,True,Mixed,P007,High,True,Stopped Out
STU00379,2024FA,17-19,False,True,False,Mostly In Person,P005,Low,False,Stopped Out
STU00380,2024FA,20-24,False,False,False,Mostly In Person,P002,Moderate,True,Transferred
STU00381,2024FA,25-34,False,False,True,Mostly In Person,P008,Moderate,False,Transferred
STU00382,2023SP,20-24,True,True,True,Mixed,P005,High,True,Stopped Out
STU00383,2022FA,20-24,False,True,True,Mostly Online,P004,Moderate,False,Transferred
STU00384,2024SP,35+,True,True,True,Mostly Online,P005,Low,False,Credentialed
STU00385,2022FA,20-24,False,True,True,Mixed,P005,Low,True,Credentialed
STU00386,2024SP,17-19,True,False,True,Mostly Online,P006,Moderate,False,Stopped Out
STU00387,2024FA,17-19,False,True,True,Mixed,P001,Low,False,Active
STU00388,2022FA,20-24,False,True,False,Mostly In Person,P006,High,False,Credentialed
STU00389,2025FA,17-19,True,True,True,Mixed,P007,Low,False,Active
STU00390,2025FA,25-34,False,True,True,Mostly Online,P003,Low,False,Active
STU00391,2023SP,20-24,False,False,True,Mostly Online,P002,High,False,Transferred
STU00392,2024SP,17-19,False,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00393,2023SP,35+,False,True,True,Mostly Online,P001,Low,False,Transferred
STU00394,2025FA,20-24,False,False,True,Mixed,P003,Moderate,False,Active
STU00395,2025FA,17-19,False,False,True,Mostly Online,P003,Moderate,False,Active
STU00396,2024SP,25-34,True,True,True,Mostly In Person,P008,High,False,Stopped Out
STU00397,2023FA,20-24,False,True,True,Mixed,P002,Moderate,False,Transferred
STU00398,2025FA,17-19,False,True,True,Mostly Online,P006,Moderate,True,Stopped Out
STU00399,2025FA,17-19,False,False,False,Mixed,P006,Low,False,Stopped Out
STU00400,2025SP,20-24,True,False,True,Mostly In Person,P003,Low,True,Transferred
STU00401,2023FA,20-24,True,False,True,Mostly Online,P003,High,True,Transferred
STU00402,2022FA,25-34,False,False,False,Mostly Online,P006,High,True,Stopped Out
STU00403,2025FA,35+,False,True,True,Mixed,P003,Moderate,False,Active
STU00404,2024FA,17-19,True,False,True,Mixed,P004,Moderate,True,Stopped Out
STU00405,2024FA,17-19,False,True,True,Mostly In Person,P001,Moderate,False,Transferred
STU00406,2025SP,25-34,True,False,False,Mostly Online,P006,High,False,Active
STU00407,2025FA,17-19,True,True,True,Mixed,P004,Low,True,Active
STU00408,2023FA,17-19,True,False,True,Mostly In Person,P007,Moderate,True,Transferred
STU00409,2023FA,17-19,True,False,True,Mixed,P008,Moderate,True,Stopped Out
STU00410,2023FA,25-34,False,False,False,Mixed,P007,Moderate,True,Stopped Out
STU00411,2024FA,20-24,True,True,True,Mixed,P006,High,False,Credentialed
STU00412,2024SP,17-19,False,False,True,Mostly In Person,P001,High,True,Transferred
STU00413,2023FA,20-24,True,False,False,Mostly In Person,P008,Moderate,True,Transferred
STU00414,2023FA,17-19,False,False,True,Mixed,P006,Moderate,False,Transferred
STU00415,2025FA,20-24,True,True,False,Mixed,P003,Moderate,True,Active
STU00416,2024FA,20-24,False,True,False,Mostly Online,P008,Moderate,True,Stopped Out
STU00417,2025SP,20-24,True,False,True,Mostly Online,P006,High,False,Active
STU00418,2023FA,20-24,False,False,True,Mixed,P002,Moderate,False,Transferred
STU00419,2022FA,17-19,False,False,True,Mostly In Person,P003,High,True,Transferred
STU00420,2025SP,25-34,True,True,False,Mixed,P002,Moderate,False,Active
STU00421,2024SP,17-19,False,True,False,Mostly In Person,P006,Low,False,Stopped Out
STU00422,2022FA,17-19,False,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU00423,2022FA,25-34,False,True,False,Mostly In Person,P008,Moderate,True,Transferred
STU00424,2022FA,20-24,True,True,True,Mostly Online,P005,Moderate,False,Credentialed
STU00425,2025SP,17-19,False,False,True,Mixed,P001,Moderate,False,Active
STU00426,2022FA,17-19,True,True,False,Mostly In Person,P008,Moderate,True,Stopped Out
STU00427,2024FA,17-19,True,True,True,Mostly In Person,P001,Low,True,Active
STU00428,2022FA,20-24,False,True,True,Mostly In Person,P008,High,False,Transferred
STU00429,2025FA,20-24,True,False,False,Mostly In Person,P001,High,False,Active
STU00430,2023SP,17-19,False,False,False,Mostly In Person,P001,Moderate,False,Transferred
STU00431,2023SP,35+,False,False,True,Mostly Online,P006,Moderate,False,Credentialed
STU00432,2024SP,20-24,True,True,True,Mostly Online,P002,Moderate,True,Stopped Out
STU00433,2024FA,17-19,True,True,True,Mostly In Person,P003,Moderate,False,Active
STU00434,2025FA,25-34,False,True,False,Mixed,P007,Moderate,True,Active
STU00435,2023FA,25-34,False,False,False,Mixed,P006,Low,True,Transferred
STU00436,2023SP,25-34,False,False,False,Mixed,P004,Low,False,Stopped Out
STU00437,2025FA,35+,True,False,True,Mostly In Person,P005,High,True,Active
STU00438,2025FA,17-19,True,True,True,Mostly In Person,P005,Moderate,True,Active
STU00439,2023SP,35+,False,False,True,Mixed,P005,Low,False,Credentialed
STU00440,2023FA,20-24,True,True,False,Mostly In Person,P006,High,False,Credentialed
STU00441,2024FA,17-19,True,False,False,Mixed,P003,High,True,Stopped Out
STU00442,2023FA,25-34,True,False,True,Mostly Online,P006,High,False,Stopped Out
STU00443,2023FA,25-34,True,False,False,Mostly In Person,P003,High,False,Transferred
STU00444,2025FA,20-24,False,False,True,Mostly In Person,P004,High,False,Active
STU00445,2025FA,20-24,False,False,True,Mixed,P002,Moderate,True,Active
STU00446,2023FA,17-19,False,True,True,Mostly Online,P001,Low,True,Transferred
STU00447,2022FA,25-34,False,True,True,Mostly In Person,P001,Moderate,True,Transferred
STU00448,2023SP,17-19,False,True,True,Mostly In Person,P006,Moderate,False,Credentialed
STU00449,2022FA,20-24,True,True,False,Mostly Online,P004,Low,False,Transferred
STU00450,2025FA,35+,False,False,False,Mixed,P007,High,True,Stopped Out
STU00451,2022FA,20-24,True,True,True,Mostly In Person,P008,High,False,Transferred
STU00452,2023FA,20-24,False,True,True,Mostly In Person,P007,Moderate,False,Stopped Out
STU00453,2023SP,20-24,True,False,False,Mostly Online,P002,Moderate,True,Stopped Out
STU00454,2024FA,17-19,False,False,True,Mostly Online,P006,Low,False,Credentialed
STU00455,2022FA,20-24,True,True,False,Mostly In Person,P008,High,False,Transferred
STU00456,2024FA,25-34,True,True,True,Mixed,P001,High,True,Active
STU00457,2023FA,17-19,False,False,True,Mixed,P005,High,True,Credentialed
STU00458,2023FA,20-24,False,False,True,Mostly In Person,P006,Low,False,Credentialed
STU00459,2022FA,25-34,False,False,True,Mostly In Person,P004,Low,False,Transferred
STU00460,2024SP,20-24,False,False,True,Mostly In Person,P004,Low,False,Transferred
STU00461,2024FA,25-34,False,True,True,Mostly In Person,P005,Moderate,True,Active
STU00462,2024FA,17-19,True,False,True,Mixed,P001,Low,False,Stopped Out
STU00463,2023FA,17-19,False,False,False,Mostly In Person,P008,High,True,Transferred
STU00464,2023FA,20-24,False,True,False,Mixed,P006,High,False,Transferred
STU00465,2025FA,17-19,True,False,True,Mostly In Person,P001,High,False,Active
STU00466,2025FA,25-34,True,True,True,Mostly In Person,P004,High,True,Active
STU00467,2025FA,17-19,False,False,True,Mixed,P007,Moderate,True,Active
STU00468,2024FA,17-19,True,True,False,Mostly Online,P002,Moderate,False,Active
STU00469,2024FA,20-24,True,True,True,Mixed,P007,Moderate,False,Active
STU00470,2024SP,35+,False,False,False,Mixed,P005,Moderate,True,Credentialed
STU00471,2023FA,25-34,False,True,False,Mostly In Person,P001,Moderate,True,Transferred
STU00472,2024SP,20-24,False,True,False,Mostly In Person,P003,High,True,Stopped Out
STU00473,2024FA,20-24,False,True,False,Mixed,P001,Moderate,True,Active
STU00474,2022FA,20-24,True,True,True,Mostly Online,P001,Moderate,True,Stopped Out
STU00475,2024FA,17-19,True,True,True,Mostly In Person,P003,High,False,Active
STU00476,2024FA,25-34,False,True,True,Mixed,P001,High,False,Active
STU00477,2022FA,17-19,True,True,True,Mostly In Person,P008,High,True,Stopped Out
STU00478,2023FA,20-24,False,True,False,Mostly In Person,P007,Low,True,Credentialed and Transferred
STU00479,2025FA,25-34,True,False,True,Mixed,P005,High,False,Active
STU00480,2025SP,20-24,True,True,False,Mostly Online,P006,Low,False,Active
STU00481,2025SP,25-34,False,True,False,Mostly Online,P002,High,True,Stopped Out
STU00482,2022FA,17-19,False,True,True,Mostly In Person,P003,High,True,Transferred
STU00483,2024SP,17-19,False,True,True,Mixed,P005,Moderate,False,Credentialed
STU00484,2023FA,25-34,True,True,True,Mostly In Person,P003,Low,False,Transferred
STU00485,2022FA,20-24,True,True,True,Mostly In Person,P005,High,True,Credentialed
STU00486,2023FA,20-24,True,False,True,Mostly In Person,P003,Moderate,True,Transferred
STU00487,2024FA,25-34,False,True,False,Mixed,P002,Low,True,Active
STU00488,2025FA,17-19,True,True,True,Mostly In Person,P006,Low,True,Stopped Out
STU00489,2024SP,17-19,True,False,True,Mostly In Person,P002,Moderate,True,Active
STU00490,2023FA,17-19,False,True,True,Mixed,P007,Moderate,True,Stopped Out
STU00491,2024SP,20-24,True,True,False,Mostly In Person,P008,Moderate,True,Transferred
STU00492,2025SP,25-34,False,False,False,Mostly In Person,P002,Moderate,True,Stopped Out
STU00493,2025FA,20-24,True,False,True,Mostly Online,P004,Moderate,False,Active
STU00494,2023FA,17-19,False,True,True,Mixed,P008,Low,True,Stopped Out
STU00495,2023SP,17-19,True,True,True,Mostly Online,P007,Moderate,True,Credentialed
STU00496,2024SP,20-24,False,False,True,Mostly Online,P005,Moderate,False,Credentialed
STU00497,2024FA,20-24,False,False,True,Mostly In Person,P003,Low,True,Transferred
STU00498,2024FA,17-19,False,False,False,Mostly In Person,P007,Moderate,False,Stopped Out
STU00499,2024FA,35+,False,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU00500,2023FA,17-19,False,False,True,Mostly In Person,P008,Moderate,False,Transferred
STU00501,2025SP,17-19,False,False,True,Mixed,P001,Low,True,Active
STU00502,2022FA,17-19,False,True,True,Mostly In Person,P003,Moderate,False,Transferred
STU00503,2022FA,17-19,True,False,True,Mostly In Person,P002,High,False,Transferred
STU00504,2024FA,17-19,False,False,True,Mixed,P006,High,False,Transferred
STU00505,2024FA,20-24,True,False,True,Mostly In Person,P003,Moderate,False,Transferred
STU00506,2024FA,20-24,False,True,True,Mixed,P006,High,True,Stopped Out
STU00507,2024FA,20-24,False,False,False,Mixed,P001,Moderate,False,Active
STU00508,2024SP,20-24,False,False,True,Mostly In Person,P001,Moderate,False,Transferred
STU00509,2022FA,17-19,True,True,False,Mostly Online,P003,Moderate,False,Stopped Out
STU00510,2025FA,25-34,False,True,False,Mixed,P007,High,False,Active
STU00511,2024SP,20-24,False,True,True,Mostly In Person,P003,High,True,Stopped Out
STU00512,2022FA,17-19,True,True,True,Mostly Online,P003,Moderate,True,Stopped Out
STU00513,2023SP,17-19,True,False,True,Mixed,P001,High,False,Transferred
STU00514,2022FA,17-19,True,False,False,Mixed,P001,High,True,Stopped Out
STU00515,2024FA,20-24,False,True,False,Mixed,P004,Moderate,True,Active
STU00516,2024FA,35+,False,False,False,Mostly Online,P004,Moderate,True,Active
STU00517,2025FA,20-24,True,False,True,Mixed,P005,Low,True,Active
STU00518,2022FA,17-19,False,True,False,Mostly In Person,P004,Moderate,False,Transferred
STU00519,2024FA,20-24,True,False,True,Mixed,P008,Moderate,False,Stopped Out
STU00520,2025SP,25-34,False,True,False,Mixed,P006,Moderate,False,Active
STU00521,2022FA,25-34,False,False,True,Mostly In Person,P005,High,True,Stopped Out
STU00522,2024FA,25-34,True,False,False,Mostly In Person,P001,Moderate,True,Credentialed
STU00523,2023FA,20-24,False,False,True,Mostly In Person,P005,Moderate,True,Credentialed
STU00524,2025SP,20-24,False,True,True,Mostly In Person,P001,High,True,Stopped Out
STU00525,2024SP,20-24,True,True,True,Mostly In Person,P003,High,True,Stopped Out
STU00526,2025SP,20-24,False,True,True,Mostly In Person,P002,Moderate,True,Stopped Out
STU00527,2022FA,17-19,True,True,True,Mixed,P008,High,False,Stopped Out
STU00528,2024SP,17-19,True,False,False,Mostly In Person,P008,Moderate,False,Transferred
STU00529,2024FA,17-19,False,True,True,Mostly In Person,P004,Moderate,True,Active
STU00530,2022FA,17-19,False,False,True,Mostly In Person,P007,High,True,Credentialed and Transferred
STU00531,2023FA,20-24,True,True,True,Mostly In Person,P003,High,False,Transferred
STU00532,2023FA,17-19,False,False,True,Mostly Online,P007,High,False,Credentialed and Transferred
STU00533,2024SP,17-19,False,False,True,Mostly In Person,P006,Low,False,Stopped Out
STU00534,2023FA,17-19,False,True,False,Mostly In Person,P008,High,True,Stopped Out
STU00535,2022FA,17-19,False,True,False,Mostly In Person,P003,High,False,Transferred
STU00536,2023FA,17-19,False,False,True,Mixed,P006,Low,False,Credentialed
STU00537,2022FA,25-34,False,True,False,Mixed,P002,Moderate,False,Transferred
STU00538,2025SP,20-24,False,False,True,Mostly In Person,P008,Moderate,False,Active
STU00539,2022FA,25-34,True,True,True,Mostly In Person,P001,Low,True,Transferred
STU00540,2025SP,25-34,True,False,False,Mixed,P005,Moderate,False,Active
STU00541,2024SP,25-34,False,False,False,Mostly In Person,P008,High,False,Transferred
STU00542,2025FA,20-24,False,True,True,Mostly In Person,P003,High,True,Active
STU00543,2023FA,25-34,True,False,False,Mixed,P001,High,True,Transferred
STU00544,2022FA,20-24,True,False,True,Mostly In Person,P001,Moderate,True,Transferred
STU00545,2025SP,25-34,False,True,True,Mixed,P001,Moderate,True,Active
STU00546,2022FA,17-19,False,True,False,Mostly In Person,P003,Moderate,False,Credentialed
STU00547,2025SP,35+,False,True,False,Mostly Online,P001,High,False,Active
STU00548,2025FA,17-19,True,False,False,Mostly In Person,P004,Moderate,True,Active
STU00549,2024FA,20-24,True,True,False,Mostly In Person,P002,Moderate,False,Active
STU00550,2023FA,20-24,True,True,True,Mostly Online,P008,Moderate,True,Stopped Out
STU00551,2023FA,20-24,False,False,True,Mostly In Person,P002,High,False,Transferred
STU00552,2024FA,25-34,True,False,False,Mostly In Person,P005,Moderate,False,Stopped Out
STU00553,2024SP,25-34,False,False,False,Mostly In Person,P008,High,False,Stopped Out
STU00554,2024FA,20-24,False,False,True,Mostly In Person,P004,High,True,Transferred
STU00555,2025FA,17-19,True,False,True,Mostly Online,P003,Moderate,True,Stopped Out
STU00556,2024FA,17-19,False,False,True,Mostly In Person,P003,Low,False,Active
STU00557,2025FA,25-34,True,True,False,Mostly In Person,P001,Low,True,Active
STU00558,2023FA,25-34,True,False,False,Mostly In Person,P008,Moderate,False,Stopped Out
STU00559,2024SP,17-19,False,False,False,Mixed,P002,Moderate,False,Transferred
STU00560,2023FA,25-34,True,True,False,Mixed,P006,Moderate,True,Stopped Out
STU00561,2025FA,20-24,True,True,False,Mostly In Person,P007,Moderate,False,Transferred
STU00562,2024FA,17-19,False,True,False,Mixed,P005,Moderate,False,Active
STU00563,2024FA,20-24,True,False,True,Mostly In Person,P008,High,False,Active
STU00564,2024FA,17-19,True,True,True,Mostly In Person,P002,Moderate,True,Transferred
STU00565,2023FA,25-34,False,True,False,Mixed,P001,Moderate,True,Stopped Out
STU00566,2025FA,20-24,True,False,True,Mixed,P007,Moderate,False,Active
STU00567,2024SP,25-34,False,True,False,Mixed,P005,Moderate,False,Credentialed
STU00568,2025FA,25-34,True,True,False,Mostly In Person,P008,Low,True,Active
STU00569,2025SP,35+,True,True,False,Mixed,P006,High,False,Active
STU00570,2024SP,17-19,False,True,False,Mostly Online,P001,Moderate,False,Transferred
STU00571,2023FA,20-24,False,False,False,Mixed,P005,Moderate,True,Credentialed
STU00572,2025FA,17-19,False,False,True,Mixed,P002,Low,False,Stopped Out
STU00573,2023FA,17-19,True,True,False,Mixed,P006,Low,False,Stopped Out
STU00574,2025SP,20-24,True,False,True,Mixed,P008,Low,True,Active
STU00575,2025SP,17-19,True,True,True,Mostly Online,P004,Low,True,Transferred
STU00576,2025FA,20-24,False,False,True,Mostly Online,P007,Moderate,True,Transferred
STU00577,2025SP,25-34,False,True,False,Mostly Online,P008,High,False,Stopped Out
STU00578,2025FA,20-24,False,True,True,Mostly In Person,P005,Low,False,Active
STU00579,2023SP,17-19,True,True,False,Mixed,P001,High,False,Stopped Out
STU00580,2023SP,17-19,False,False,True,Mostly Online,P004,Moderate,True,Stopped Out
STU00581,2024FA,17-19,True,True,True,Mostly In Person,P007,Moderate,True,Active
STU00582,2025FA,17-19,False,True,False,Mostly Online,P003,Low,True,Active
STU00583,2024FA,25-34,True,False,False,Mixed,P008,Moderate,False,Transferred
STU00584,2025FA,17-19,False,True,False,Mostly In Person,P006,Moderate,False,Active
STU00585,2023FA,20-24,True,False,False,Mostly Online,P005,Moderate,False,Credentialed
STU00586,2023FA,17-19,True,True,True,Mixed,P007,Moderate,False,Stopped Out
STU00587,2022FA,17-19,False,True,True,Mostly In Person,P007,High,False,Credentialed and Transferred
STU00588,2024SP,17-19,False,False,True,Mixed,P002,Moderate,True,Transferred
STU00589,2022FA,17-19,False,True,True,Mixed,P003,Moderate,False,Transferred
STU00590,2024SP,25-34,True,False,False,Mostly In Person,P007,High,False,Credentialed and Transferred
STU00591,2024SP,25-34,True,False,False,Mostly Online,P001,Moderate,False,Stopped Out
STU00592,2024FA,17-19,True,False,True,Mostly In Person,P007,High,True,Stopped Out
STU00593,2023FA,25-34,True,False,True,Mostly In Person,P001,Moderate,False,Stopped Out
STU00594,2025FA,25-34,False,False,False,Mixed,P006,High,False,Active
STU00595,2023FA,17-19,True,True,True,Mixed,P001,Low,False,Transferred
STU00596,2023FA,17-19,False,False,True,Mostly Online,P005,Low,False,Credentialed
STU00597,2024FA,20-24,True,False,True,Mostly In Person,P004,Moderate,True,Transferred
STU00598,2023FA,17-19,True,True,True,Mixed,P006,Low,False,Stopped Out
STU00599,2023FA,35+,False,True,False,Mostly Online,P004,Moderate,True,Transferred
STU00600,2022FA,25-34,True,False,True,Mixed,P002,Moderate,False,Stopped Out
STU00601,2023FA,20-24,True,False,True,Mixed,P003,Low,False,Transferred
STU00602,2023FA,20-24,False,True,True,Mixed,P002,Low,True,Transferred
STU00603,2022FA,25-34,True,False,False,Mostly In Person,P003,Moderate,True,Transferred
STU00604,2024SP,25-34,True,False,True,Mostly In Person,P002,High,True,Transferred
STU00605,2024FA,20-24,True,False,True,Mixed,P003,High,False,Active
STU00606,2023FA,25-34,True,False,False,Mixed,P001,High,False,Stopped Out
STU00607,2022FA,20-24,False,True,False,Mostly Online,P002,Moderate,False,Credentialed and Transferred
STU00608,2023FA,25-34,True,True,True,Mostly In Person,P006,Moderate,False,Stopped Out
STU00609,2023FA,17-19,False,False,False,Mixed,P001,Moderate,True,Stopped Out
STU00610,2022FA,20-24,False,False,True,Mixed,P003,Low,True,Stopped Out
STU00611,2024SP,17-19,True,False,True,Mostly In Person,P006,Moderate,False,Stopped Out
STU00612,2022FA,20-24,True,True,True,Mostly In Person,P004,Low,False,Stopped Out
STU00613,2024SP,35+,True,True,True,Mostly In Person,P006,Low,False,Credentialed
STU00614,2022FA,17-19,True,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00615,2025FA,17-19,False,False,True,Mixed,P006,Low,False,Active
STU00616,2025FA,25-34,False,True,True,Mixed,P006,Low,False,Active
STU00617,2025SP,17-19,True,False,False,Mixed,P002,High,True,Active
STU00618,2023FA,20-24,False,True,False,Mostly Online,P002,Moderate,False,Stopped Out
STU00619,2025SP,20-24,False,False,True,Mixed,P001,Low,True,Active
STU00620,2024FA,25-34,True,False,True,Mixed,P005,Moderate,True,Credentialed
STU00621,2023FA,35+,True,True,True,Mostly Online,P002,Moderate,False,Transferred
STU00622,2022FA,17-19,False,False,False,Mostly In Person,P008,Moderate,True,Transferred
STU00623,2023FA,17-19,False,False,False,Mostly In Person,P004,Moderate,False,Stopped Out
STU00624,2023FA,17-19,False,True,True,Mostly In Person,P001,Low,False,Transferred
STU00625,2024SP,20-24,False,False,False,Mostly Online,P002,Moderate,False,Transferred
STU00626,2023FA,20-24,True,False,True,Mostly In Person,P002,Low,False,Transferred
STU00627,2024FA,25-34,False,False,False,Mostly In Person,P001,High,False,Transferred
STU00628,2022FA,20-24,True,True,True,Mostly In Person,P001,Low,True,Transferred
STU00629,2025SP,17-19,True,True,False,Mostly Online,P007,Moderate,True,Active
STU00630,2023SP,25-34,True,False,True,Mostly Online,P002,Moderate,True,Transferred
STU00631,2024FA,17-19,True,False,True,Mostly Online,P004,Moderate,False,Transferred
STU00632,2023FA,20-24,False,True,True,Mostly In Person,P005,High,True,Stopped Out
STU00633,2023FA,20-24,True,True,True,Mixed,P002,Low,False,Transferred
STU00634,2023FA,20-24,False,True,True,Mostly Online,P001,Low,False,Stopped Out
STU00635,2024FA,25-34,True,True,False,Mostly In Person,P007,Moderate,False,Stopped Out
STU00636,2022FA,17-19,True,True,False,Mostly In Person,P004,Moderate,False,Stopped Out
STU00637,2023FA,17-19,False,False,False,Mostly Online,P007,High,False,Stopped Out
STU00638,2023SP,17-19,True,False,False,Mostly In Person,P001,Moderate,False,Transferred
STU00639,2023FA,20-24,True,False,False,Mostly Online,P005,Moderate,True,Active
STU00640,2025SP,17-19,True,True,False,Mixed,P005,Moderate,True,Active
STU00641,2022FA,25-34,True,True,False,Mostly In Person,P006,High,False,Credentialed
STU00642,2023SP,20-24,True,False,True,Mostly In Person,P002,Low,False,Transferred
STU00643,2023FA,17-19,False,True,True,Mostly Online,P002,High,True,Transferred
STU00644,2024FA,20-24,False,False,True,Mixed,P007,Low,False,Transferred
STU00645,2025SP,17-19,False,True,False,Mostly In Person,P004,High,True,Active
STU00646,2025FA,25-34,False,True,False,Mostly In Person,P008,Moderate,False,Active
STU00647,2025SP,35+,False,False,False,Mostly In Person,P002,Moderate,False,Stopped Out
STU00648,2023FA,20-24,True,True,True,Mixed,P005,Moderate,True,Stopped Out
STU00649,2025SP,17-19,False,True,False,Mixed,P008,Moderate,False,Active
STU00650,2023FA,25-34,False,True,True,Mostly Online,P005,Low,True,Credentialed
STU00651,2025FA,17-19,False,False,True,Mixed,P007,Low,True,Active
STU00652,2023FA,25-34,True,True,False,Mixed,P008,High,True,Stopped Out
STU00653,2025FA,20-24,False,False,False,Mostly In Person,P004,Low,True,Active
STU00654,2023FA,25-34,True,True,False,Mostly In Person,P008,High,False,Transferred
STU00655,2025FA,20-24,False,True,True,Mixed,P007,Moderate,True,Active
STU00656,2023SP,20-24,False,True,True,Mostly In Person,P002,Moderate,True,Transferred
STU00657,2024FA,20-24,False,True,False,Mostly Online,P008,High,True,Stopped Out
STU00658,2023FA,20-24,True,True,True,Mixed,P002,Moderate,False,Transferred
STU00659,2025SP,17-19,False,True,True,Mostly In Person,P005,Low,False,Active
STU00660,2023FA,20-24,False,False,False,Mixed,P006,Moderate,True,Credentialed
STU00661,2025SP,17-19,True,False,True,Mostly In Person,P006,Moderate,True,Stopped Out
STU00662,2022FA,17-19,True,True,False,Mostly In Person,P002,Moderate,False,Transferred
STU00663,2024FA,17-19,True,True,False,Mixed,P008,Low,True,Active
STU00664,2024FA,20-24,False,True,True,Mostly In Person,P004,High,True,Active
STU00665,2022FA,20-24,True,False,True,Mixed,P007,Low,False,Credentialed
STU00666,2025SP,25-34,True,True,False,Mostly In Person,P001,Moderate,True,Active
STU00667,2025FA,20-24,False,True,True,Mostly Online,P001,High,False,Active
STU00668,2024SP,17-19,True,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU00669,2024FA,25-34,True,True,True,Mostly Online,P005,Moderate,False,Credentialed and Transferred
STU00670,2025FA,20-24,True,True,True,Mostly In Person,P003,Low,True,Active
STU00671,2025SP,25-34,True,False,False,Mixed,P001,Moderate,False,Transferred
STU00672,2022FA,20-24,False,True,True,Mixed,P007,High,True,Transferred
STU00673,2023SP,20-24,True,True,True,Mostly Online,P006,High,True,Credentialed
STU00674,2022FA,25-34,False,True,False,Mixed,P008,Moderate,True,Transferred
STU00675,2024FA,17-19,False,False,True,Mixed,P006,Moderate,False,Stopped Out
STU00676,2023SP,25-34,True,False,False,Mostly In Person,P001,High,False,Stopped Out
STU00677,2025SP,35+,False,False,False,Mixed,P001,High,False,Active
STU00678,2023FA,17-19,True,False,True,Mostly In Person,P005,Moderate,False,Credentialed
STU00679,2024SP,17-19,True,True,True,Mostly In Person,P002,Moderate,True,Active
STU00680,2023FA,17-19,True,False,True,Mostly In Person,P001,Moderate,True,Transferred
STU00681,2025SP,20-24,False,True,True,Mostly Online,P004,Moderate,False,Active
STU00682,2025FA,17-19,True,True,False,Mixed,P007,Moderate,False,Active
STU00683,2024SP,20-24,True,True,True,Mostly Online,P008,High,False,Credentialed and Transferred
STU00684,2024FA,25-34,False,False,False,Mostly In Person,P005,High,False,Active
STU00685,2025FA,25-34,True,True,False,Mixed,P008,Moderate,True,Active
